Iteration,estimated_params
1,"[np.float32(0.44201598), np.float32(0.718548), np.float32(2.4420204), np.float32(1.0146567), np.float32(0.912289), np.float32(0.36202085), np.float32(0.95378286), np.float32(0.44747353), np.float32(0.1054), np.float32(4.2589946)]"
