Iteration,test_preds,estimated_params
1,"[2.7738445, -11.046852, -5.7513375, -0.7087807, 0.027188301, -2.724853, 0.055255666, 0.2904552, -0.17167617, 0.15646887, -0.21427837, -0.5504744, 0.08505145, 0.23085251, -0.14588922, 0.17835867, 0.1001603, -0.022257466, 0.11024898, 0.02021169, -0.023548514]","[4.9944, 4.9469, 4.9502, 4.9683, 4.9831, 4.731176, 4.9971, 4.987, 4.956, 4.9902]"
