scenario,scenario_display,sample_idx,target_region,target_region_idx,inferred_region,inferred_region_idx,region_role,method,mse,mae,crps,interval_score,ci_width,coverage,median_mse
MI_2,MI Moderate (μ=2.0),0,Anterior,0,Anterior,0,Diseased,MCMC,0.001806,,0.070917,0.917318,0.917318,1.000000,0.001806
MI_2,MI Moderate (μ=2.0),0,Anterior,0,Inferior,1,Non-diseased,MCMC,0.164871,,0.237909,1.017470,1.017470,1.000000,0.164871
MI_2,MI Moderate (μ=2.0),0,Anterior,0,Lateral,2,Non-diseased,MCMC,0.001325,,0.037118,0.468483,0.468483,1.000000,0.001325
MI_2,MI Moderate (μ=2.0),0,Anterior,0,Septal,3,Non-diseased,MCMC,0.012182,,0.079813,0.846291,0.846291,1.000000,0.012182
MI_2,MI Moderate (μ=2.0),0,Anterior,0,Apical,4,Non-diseased,MCMC,0.005482,,0.045801,0.323760,0.323760,1.000000,0.005482
MI_2,MI Moderate (μ=2.0),1,Anterior,0,Anterior,0,Diseased,MCMC,0.008130,,0.119167,1.468849,1.468849,1.000000,0.008130
MI_2,MI Moderate (μ=2.0),1,Anterior,0,Inferior,1,Non-diseased,MCMC,0.222169,,0.314690,1.858991,0.801022,0.000000,0.222169
MI_2,MI Moderate (μ=2.0),1,Anterior,0,Lateral,2,Non-diseased,MCMC,0.000149,,0.033224,0.474501,0.474501,1.000000,0.000149
MI_2,MI Moderate (μ=2.0),1,Anterior,0,Septal,3,Non-diseased,MCMC,0.018035,,0.098661,1.037109,1.037109,1.000000,0.018035
MI_2,MI Moderate (μ=2.0),1,Anterior,0,Apical,4,Non-diseased,MCMC,0.004668,,0.041590,0.319418,0.319418,1.000000,0.004668
MI_2,MI Moderate (μ=2.0),2,Anterior,0,Anterior,0,Diseased,MCMC,0.004877,,0.093582,1.145742,1.145742,1.000000,0.004877
MI_2,MI Moderate (μ=2.0),2,Anterior,0,Inferior,1,Non-diseased,MCMC,0.199083,,0.272786,1.094404,1.094404,1.000000,0.199083
MI_2,MI Moderate (μ=2.0),2,Anterior,0,Lateral,2,Non-diseased,MCMC,0.000476,,0.038738,0.530313,0.530313,1.000000,0.000476
MI_2,MI Moderate (μ=2.0),2,Anterior,0,Septal,3,Non-diseased,MCMC,0.027621,,0.106916,0.893954,0.893954,1.000000,0.027621
MI_2,MI Moderate (μ=2.0),2,Anterior,0,Apical,4,Non-diseased,MCMC,0.003254,,0.035309,0.310979,0.310979,1.000000,0.003254
MI_2,MI Moderate (μ=2.0),3,Anterior,0,Anterior,0,Diseased,MCMC,0.007323,,0.088824,1.026660,1.026660,1.000000,0.007323
MI_2,MI Moderate (μ=2.0),3,Anterior,0,Inferior,1,Non-diseased,MCMC,0.325323,,0.383199,2.298970,0.913346,0.000000,0.325323
MI_2,MI Moderate (μ=2.0),3,Anterior,0,Lateral,2,Non-diseased,MCMC,0.002361,,0.040037,0.450407,0.450407,1.000000,0.002361
MI_2,MI Moderate (μ=2.0),3,Anterior,0,Septal,3,Non-diseased,MCMC,0.051551,,0.140391,0.844329,0.844329,1.000000,0.051551
MI_2,MI Moderate (μ=2.0),3,Anterior,0,Apical,4,Non-diseased,MCMC,0.010791,,0.060548,0.416965,0.416965,1.000000,0.010791
MI_2,MI Moderate (μ=2.0),4,Anterior,0,Anterior,0,Diseased,MCMC,0.001050,,0.107152,1.374416,1.374416,1.000000,0.001050
MI_2,MI Moderate (μ=2.0),4,Anterior,0,Inferior,1,Non-diseased,MCMC,0.248609,,0.332876,1.456929,0.885056,0.500000,0.248609
MI_2,MI Moderate (μ=2.0),4,Anterior,0,Lateral,2,Non-diseased,MCMC,0.000949,,0.035158,0.462111,0.462111,1.000000,0.000949
MI_2,MI Moderate (μ=2.0),4,Anterior,0,Septal,3,Non-diseased,MCMC,0.011029,,0.076244,0.853656,0.853656,1.000000,0.011029
MI_2,MI Moderate (μ=2.0),4,Anterior,0,Apical,4,Non-diseased,MCMC,0.005266,,0.044420,0.342278,0.342278,1.000000,0.005266
MI_2,MI Moderate (μ=2.0),5,Anterior,0,Anterior,0,Diseased,MCMC,0.008072,,0.078854,0.881331,0.881331,1.000000,0.008072
MI_2,MI Moderate (μ=2.0),5,Anterior,0,Inferior,1,Non-diseased,MCMC,0.300406,,0.395665,3.155427,0.791030,0.000000,0.300406
