scenario,sample_idx,target_region_idx,inferred_region,inferred_region_idx,region_role,credible_level,covered
HCM,97,-1,Lateral,2,Global,0.900000,1.000000
HCM,97,-1,Lateral,2,Global,0.950000,1.000000
HCM,97,-1,Septal,3,Global,0.500000,1.000000
HCM,97,-1,Septal,3,Global,0.600000,1.000000
HCM,97,-1,Septal,3,Global,0.700000,1.000000
HCM,97,-1,Septal,3,Global,0.800000,1.000000
HCM,97,-1,Septal,3,Global,0.900000,1.000000
HCM,97,-1,Septal,3,Global,0.950000,1.000000
HCM,97,-1,Apical,4,Global,0.500000,1.000000
HCM,97,-1,Apical,4,Global,0.600000,1.000000
HCM,97,-1,Apical,4,Global,0.700000,1.000000
HCM,97,-1,Apical,4,Global,0.800000,1.000000
HCM,97,-1,Apical,4,Global,0.900000,1.000000
HCM,97,-1,Apical,4,Global,0.950000,1.000000
HCM,98,-1,Anterior,0,Global,0.500000,1.000000
HCM,98,-1,Anterior,0,Global,0.600000,1.000000
HCM,98,-1,Anterior,0,Global,0.700000,1.000000
HCM,98,-1,Anterior,0,Global,0.800000,1.000000
HCM,98,-1,Anterior,0,Global,0.900000,1.000000
HCM,98,-1,Anterior,0,Global,0.950000,1.000000
HCM,98,-1,Inferior,1,Global,0.500000,1.000000
HCM,98,-1,Inferior,1,Global,0.600000,1.000000
HCM,98,-1,Inferior,1,Global,0.700000,1.000000
HCM,98,-1,Inferior,1,Global,0.800000,1.000000
HCM,98,-1,Inferior,1,Global,0.900000,1.000000
HCM,98,-1,Inferior,1,Global,0.950000,1.000000
HCM,98,-1,Lateral,2,Global,0.500000,1.000000
HCM,98,-1,Lateral,2,Global,0.600000,1.000000
HCM,98,-1,Lateral,2,Global,0.700000,1.000000
HCM,98,-1,Lateral,2,Global,0.800000,1.000000
HCM,98,-1,Lateral,2,Global,0.900000,1.000000
HCM,98,-1,Lateral,2,Global,0.950000,1.000000
HCM,98,-1,Septal,3,Global,0.500000,1.000000
HCM,98,-1,Septal,3,Global,0.600000,1.000000
HCM,98,-1,Septal,3,Global,0.700000,1.000000
HCM,98,-1,Septal,3,Global,0.800000,1.000000
HCM,98,-1,Septal,3,Global,0.900000,1.000000
HCM,98,-1,Septal,3,Global,0.950000,1.000000
HCM,98,-1,Apical,4,Global,0.500000,1.000000
HCM,98,-1,Apical,4,Global,0.600000,1.000000
HCM,98,-1,Apical,4,Global,0.700000,1.000000
HCM,98,-1,Apical,4,Global,0.800000,1.000000
HCM,98,-1,Apical,4,Global,0.900000,1.000000
HCM,98,-1,Apical,4,Global,0.950000,1.000000
HCM,99,-1,Anterior,0,Global,0.500000,1.000000
HCM,99,-1,Anterior,0,Global,0.600000,1.000000
HCM,99,-1,Anterior,0,Global,0.700000,1.000000
HCM,99,-1,Anterior,0,Global,0.800000,1.000000
HCM,99,-1,Anterior,0,Global,0.900000,1.000000
HCM,99,-1,Anterior,0,Global,0.950000,1.000000
HCM,99,-1,Inferior,1,Global,0.500000,1.000000
HCM,99,-1,Inferior,1,Global,0.600000,1.000000
HCM,99,-1,Inferior,1,Global,0.700000,1.000000
HCM,99,-1,Inferior,1,Global,0.800000,1.000000
HCM,99,-1,Inferior,1,Global,0.900000,1.000000
HCM,99,-1,Inferior,1,Global,0.950000,1.000000
HCM,99,-1,Lateral,2,Global,0.500000,1.000000
HCM,99,-1,Lateral,2,Global,0.600000,1.000000
HCM,99,-1,Lateral,2,Global,0.700000,1.000000
HCM,99,-1,Lateral,2,Global,0.800000,1.000000
HCM,99,-1,Lateral,2,Global,0.900000,1.000000
HCM,99,-1,Lateral,2,Global,0.950000,1.000000
HCM,99,-1,Septal,3,Global,0.500000,1.000000
HCM,99,-1,Septal,3,Global,0.600000,1.000000
HCM,99,-1,Septal,3,Global,0.700000,1.000000
HCM,99,-1,Septal,3,Global,0.800000,1.000000
HCM,99,-1,Septal,3,Global,0.900000,1.000000
HCM,99,-1,Septal,3,Global,0.950000,1.000000
HCM,99,-1,Apical,4,Global,0.500000,1.000000
HCM,99,-1,Apical,4,Global,0.600000,1.000000
HCM,99,-1,Apical,4,Global,0.700000,1.000000
HCM,99,-1,Apical,4,Global,0.800000,1.000000
HCM,99,-1,Apical,4,Global,0.900000,1.000000
HCM,99,-1,Apical,4,Global,0.950000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,0,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,0,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,0,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,0,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,0,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,0,0,Inferior,1,Non-diseased,0.900000,0.000000
MI_1,0,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,0,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.500000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,0,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,0,0,Apical,4,Non-diseased,0.500000,0.000000
MI_1,0,0,Apical,4,Non-diseased,0.600000,0.000000
MI_1,0,0,Apical,4,Non-diseased,0.700000,0.500000
MI_1,0,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,0,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,0,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,1,0,Anterior,0,Diseased,0.500000,0.500000
MI_1,1,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,1,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,1,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,1,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,1,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,1,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,1,0,Inferior,1,Non-diseased,0.600000,0.500000
MI_1,1,0,Inferior,1,Non-diseased,0.700000,1.000000
MI_1,1,0,Inferior,1,Non-diseased,0.800000,1.000000
MI_1,1,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,1,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,1,0,Lateral,2,Non-diseased,0.500000,0.000000
MI_1,1,0,Lateral,2,Non-diseased,0.600000,0.000000
MI_1,1,0,Lateral,2,Non-diseased,0.700000,0.500000
MI_1,1,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,1,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,1,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,1,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,1,0,Septal,3,Non-diseased,0.600000,0.000000
MI_1,1,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,1,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,1,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,1,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,1,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,2,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,2,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,2,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,2,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,2,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,2,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,2,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,2,0,Lateral,2,Non-diseased,0.500000,0.000000
MI_1,2,0,Lateral,2,Non-diseased,0.600000,0.000000
MI_1,2,0,Lateral,2,Non-diseased,0.700000,0.000000
MI_1,2,0,Lateral,2,Non-diseased,0.800000,0.000000
MI_1,2,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,2,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,2,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,2,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,2,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,2,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,2,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,2,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,2,0,Apical,4,Non-diseased,0.500000,0.000000
MI_1,2,0,Apical,4,Non-diseased,0.600000,0.500000
MI_1,2,0,Apical,4,Non-diseased,0.700000,0.500000
MI_1,2,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,2,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,2,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,3,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,3,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,3,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,3,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,3,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,3,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,3,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,3,0,Lateral,2,Non-diseased,0.500000,0.500000
MI_1,3,0,Lateral,2,Non-diseased,0.600000,0.500000
MI_1,3,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,3,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,3,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,3,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,3,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,3,0,Septal,3,Non-diseased,0.600000,0.500000
MI_1,3,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,3,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,3,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,3,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,3,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,4,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,4,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,4,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,4,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,4,0,Inferior,1,Non-diseased,0.800000,1.000000
MI_1,4,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,4,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,4,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,4,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,4,0,Septal,3,Non-diseased,0.600000,0.000000
MI_1,4,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,4,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,4,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,4,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,4,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,5,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,5,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,5,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,5,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,5,0,Inferior,1,Non-diseased,0.800000,0.500000
MI_1,5,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,5,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,5,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,5,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,5,0,Septal,3,Non-diseased,0.600000,0.000000
MI_1,5,0,Septal,3,Non-diseased,0.700000,0.500000
MI_1,5,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,5,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,5,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,5,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,6,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,6,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,6,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,6,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,6,0,Inferior,1,Non-diseased,0.800000,1.000000
MI_1,6,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,6,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,6,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,6,0,Septal,3,Non-diseased,0.500000,0.500000
MI_1,6,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,6,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,6,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,6,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,6,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,6,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,7,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,7,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,7,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,7,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,7,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,7,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,7,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,7,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,7,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,7,0,Septal,3,Non-diseased,0.600000,0.000000
MI_1,7,0,Septal,3,Non-diseased,0.700000,0.000000
MI_1,7,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,7,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,7,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,7,0,Apical,4,Non-diseased,0.500000,0.000000
MI_1,7,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,7,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,7,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,7,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,7,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,8,0,Anterior,0,Diseased,0.500000,0.500000
MI_1,8,0,Anterior,0,Diseased,0.600000,0.500000
MI_1,8,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,8,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,8,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,8,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,8,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,8,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,8,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,8,0,Inferior,1,Non-diseased,0.800000,0.500000
MI_1,8,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,8,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,8,0,Lateral,2,Non-diseased,0.500000,0.000000
MI_1,8,0,Lateral,2,Non-diseased,0.600000,0.000000
MI_1,8,0,Lateral,2,Non-diseased,0.700000,0.000000
MI_1,8,0,Lateral,2,Non-diseased,0.800000,0.000000
MI_1,8,0,Lateral,2,Non-diseased,0.900000,0.500000
MI_1,8,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,8,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,8,0,Septal,3,Non-diseased,0.600000,0.000000
MI_1,8,0,Septal,3,Non-diseased,0.700000,0.000000
MI_1,8,0,Septal,3,Non-diseased,0.800000,0.500000
MI_1,8,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,8,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,8,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,9,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,9,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,9,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,9,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,9,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,9,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,9,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,9,0,Lateral,2,Non-diseased,0.500000,0.000000
MI_1,9,0,Lateral,2,Non-diseased,0.600000,0.000000
MI_1,9,0,Lateral,2,Non-diseased,0.700000,0.000000
MI_1,9,0,Lateral,2,Non-diseased,0.800000,0.000000
MI_1,9,0,Lateral,2,Non-diseased,0.900000,0.500000
MI_1,9,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,9,0,Septal,3,Non-diseased,0.500000,0.000000
MI_1,9,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,9,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,9,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,9,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,9,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.500000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.600000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,9,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,10,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,10,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,10,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,10,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,10,0,Inferior,1,Non-diseased,0.800000,0.500000
MI_1,10,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,10,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,10,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,10,0,Septal,3,Non-diseased,0.500000,0.500000
MI_1,10,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,10,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,10,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,10,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,10,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,10,0,Apical,4,Non-diseased,0.500000,0.000000
MI_1,10,0,Apical,4,Non-diseased,0.600000,0.000000
MI_1,10,0,Apical,4,Non-diseased,0.700000,0.500000
MI_1,10,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,10,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,10,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,11,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,11,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,11,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_1,11,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_1,11,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_1,11,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_1,11,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_1,11,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.500000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.600000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.700000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.800000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.900000,1.000000
MI_1,11,0,Septal,3,Non-diseased,0.950000,1.000000
MI_1,11,0,Apical,4,Non-diseased,0.500000,0.000000
MI_1,11,0,Apical,4,Non-diseased,0.600000,0.500000
MI_1,11,0,Apical,4,Non-diseased,0.700000,1.000000
MI_1,11,0,Apical,4,Non-diseased,0.800000,1.000000
MI_1,11,0,Apical,4,Non-diseased,0.900000,1.000000
MI_1,11,0,Apical,4,Non-diseased,0.950000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.500000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.600000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.700000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.800000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.900000,1.000000
MI_1,12,0,Anterior,0,Diseased,0.950000,1.000000
MI_1,12,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_1,12,0,Inferior,1,Non-diseased,0.600000,0.000000
