scenario,scenario_display,sample_idx,target_region,target_region_idx,inferred_region,inferred_region_idx,region_role,method,mse,mae,crps,interval_score,ci_width,coverage,median_mse
MI_3,MI Severe (μ=3.0),0,Anterior,0,Anterior,0,Diseased,Point Estimate,0.006066,0.063432,0.063432,,0.000000,,0.006066
MI_3,MI Severe (μ=3.0),0,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.044320,0.210186,0.210186,,0.000000,,0.044320
MI_3,MI Severe (μ=3.0),0,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.005280,0.072653,0.072653,,0.000000,,0.005280
MI_3,MI Severe (μ=3.0),0,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.015231,0.117813,0.117813,,0.000000,,0.015231
MI_3,MI Severe (μ=3.0),0,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.001841,0.042467,0.042467,,0.000000,,0.001841
MI_3,MI Severe (μ=3.0),1,Anterior,0,Anterior,0,Diseased,Point Estimate,0.000664,0.025297,0.025297,,0.000000,,0.000664
MI_3,MI Severe (μ=3.0),1,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.030630,0.173290,0.173290,,0.000000,,0.030630
MI_3,MI Severe (μ=3.0),1,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.000165,0.012115,0.012115,,0.000000,,0.000165
MI_3,MI Severe (μ=3.0),1,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.004502,0.065832,0.065832,,0.000000,,0.004502
MI_3,MI Severe (μ=3.0),1,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.011234,0.105992,0.105992,,0.000000,,0.011234
MI_3,MI Severe (μ=3.0),2,Anterior,0,Anterior,0,Diseased,Point Estimate,0.111142,0.330977,0.330977,,0.000000,,0.111142
MI_3,MI Severe (μ=3.0),2,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.034997,0.186793,0.186793,,0.000000,,0.034997
MI_3,MI Severe (μ=3.0),2,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.004926,0.070114,0.070114,,0.000000,,0.004926
MI_3,MI Severe (μ=3.0),2,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.007661,0.081330,0.081330,,0.000000,,0.007661
MI_3,MI Severe (μ=3.0),2,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.006117,0.078184,0.078184,,0.000000,,0.006117
MI_3,MI Severe (μ=3.0),3,Anterior,0,Anterior,0,Diseased,Point Estimate,0.647524,0.797568,0.797568,,0.000000,,0.647524
MI_3,MI Severe (μ=3.0),3,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.077146,0.275548,0.275548,,0.000000,,0.077146
MI_3,MI Severe (μ=3.0),3,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.007166,0.083909,0.083909,,0.000000,,0.007166
MI_3,MI Severe (μ=3.0),3,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.001149,0.033890,0.033890,,0.000000,,0.001149
MI_3,MI Severe (μ=3.0),3,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.009438,0.096945,0.096945,,0.000000,,0.009438
MI_3,MI Severe (μ=3.0),4,Anterior,0,Anterior,0,Diseased,Point Estimate,0.001820,0.035748,0.035748,,0.000000,,0.001820
MI_3,MI Severe (μ=3.0),4,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.016338,0.122410,0.122410,,0.000000,,0.016338
MI_3,MI Severe (μ=3.0),4,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.000050,0.006891,0.006891,,0.000000,,0.000050
MI_3,MI Severe (μ=3.0),4,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.011342,0.104472,0.104472,,0.000000,,0.011342
MI_3,MI Severe (μ=3.0),4,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.005815,0.076256,0.076256,,0.000000,,0.005815
MI_3,MI Severe (μ=3.0),5,Anterior,0,Anterior,0,Diseased,Point Estimate,0.169411,0.407167,0.407167,,0.000000,,0.169411
MI_3,MI Severe (μ=3.0),5,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.003928,0.057332,0.057332,,0.000000,,0.003928
MI_3,MI Severe (μ=3.0),5,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.000235,0.014511,0.014511,,0.000000,,0.000235
MI_3,MI Severe (μ=3.0),5,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.004225,0.060468,0.060468,,0.000000,,0.004225
MI_3,MI Severe (μ=3.0),5,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.010928,0.104502,0.104502,,0.000000,,0.010928
MI_3,MI Severe (μ=3.0),6,Anterior,0,Anterior,0,Diseased,Point Estimate,0.017460,0.123947,0.123947,,0.000000,,0.017460
MI_3,MI Severe (μ=3.0),6,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.061741,0.247256,0.247256,,0.000000,,0.061741
MI_3,MI Severe (μ=3.0),6,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.002300,0.047954,0.047954,,0.000000,,0.002300
MI_3,MI Severe (μ=3.0),6,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.008439,0.090937,0.090937,,0.000000,,0.008439
MI_3,MI Severe (μ=3.0),6,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.011649,0.107912,0.107912,,0.000000,,0.011649
