scenario,scenario_display,sample_idx,target_region,target_region_idx,inferred_region,inferred_region_idx,region_role,method,mse,mae,crps,interval_score,ci_width,coverage,median_mse
MI_1,MI Mild (μ=1.5),0,Anterior,0,Anterior,0,Diseased,Point Estimate,0.029497,0.167314,0.167314,,0.000000,,0.029497
MI_1,MI Mild (μ=1.5),0,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.091503,0.301710,0.301710,,0.000000,,0.091503
MI_1,MI Mild (μ=1.5),0,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.001448,0.038059,0.038059,,0.000000,,0.001448
MI_1,MI Mild (μ=1.5),0,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.003453,0.058759,0.058759,,0.000000,,0.003453
MI_1,MI Mild (μ=1.5),0,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.003044,0.055069,0.055069,,0.000000,,0.003044
MI_1,MI Mild (μ=1.5),1,Anterior,0,Anterior,0,Diseased,Point Estimate,0.004707,0.066561,0.066561,,0.000000,,0.004707
MI_1,MI Mild (μ=1.5),1,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.120549,0.345957,0.345957,,0.000000,,0.120549
MI_1,MI Mild (μ=1.5),1,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.030275,0.173567,0.173567,,0.000000,,0.030275
MI_1,MI Mild (μ=1.5),1,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.018362,0.133907,0.133907,,0.000000,,0.018362
MI_1,MI Mild (μ=1.5),1,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.000211,0.014519,0.014519,,0.000000,,0.000211
MI_1,MI Mild (μ=1.5),2,Anterior,0,Anterior,0,Diseased,Point Estimate,0.010133,0.099971,0.099971,,0.000000,,0.010133
MI_1,MI Mild (μ=1.5),2,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.343350,0.585631,0.585631,,0.000000,,0.343350
MI_1,MI Mild (μ=1.5),2,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.047734,0.217926,0.217926,,0.000000,,0.047734
MI_1,MI Mild (μ=1.5),2,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.131336,0.357069,0.357069,,0.000000,,0.131336
MI_1,MI Mild (μ=1.5),2,Anterior,0,Apical,4,Non-diseased,Point Estimate,0.001290,0.034775,0.034775,,0.000000,,0.001290
MI_1,MI Mild (μ=1.5),3,Anterior,0,Anterior,0,Diseased,Point Estimate,0.000203,0.013143,0.013143,,0.000000,,0.000203
MI_1,MI Mild (μ=1.5),3,Anterior,0,Inferior,1,Non-diseased,Point Estimate,0.148023,0.384318,0.384318,,0.000000,,0.148023
MI_1,MI Mild (μ=1.5),3,Anterior,0,Lateral,2,Non-diseased,Point Estimate,0.012306,0.110771,0.110771,,0.000000,,0.012306
MI_1,MI Mild (μ=1.5),3,Anterior,0,Septal,3,Non-diseased,Point Estimate,0.000483,0.018738,0.018738,,0.000000,,0.000483
