scenario,scenario_display,sample_idx,method,metric,diseased_val,non_diseased_val,ratio
MI_1,MI Mild (μ=1.5),17,MCMC,crps,0.062504,0.128220,0.487478
MI_1,MI Mild (μ=1.5),18,MCMC,crps,0.059628,0.123868,0.481379
MI_1,MI Mild (μ=1.5),19,MCMC,crps,0.091437,0.127791,0.715518
MI_1,MI Mild (μ=1.5),20,MCMC,crps,0.388925,0.078146,4.976886
MI_1,MI Mild (μ=1.5),21,MCMC,crps,0.170777,0.050138,3.406098
MI_1,MI Mild (μ=1.5),22,MCMC,crps,0.171164,0.059919,2.856612
MI_1,MI Mild (μ=1.5),23,MCMC,crps,0.136890,0.053302,2.568202
MI_1,MI Mild (μ=1.5),24,MCMC,crps,0.163810,0.055464,2.953464
MI_1,MI Mild (μ=1.5),25,MCMC,crps,0.152259,0.059069,2.577640
MI_1,MI Mild (μ=1.5),26,MCMC,crps,0.294078,0.070783,4.154663
MI_1,MI Mild (μ=1.5),27,MCMC,crps,0.259908,0.069574,3.735687
MI_1,MI Mild (μ=1.5),28,MCMC,crps,0.301100,0.070982,4.241889
MI_1,MI Mild (μ=1.5),29,MCMC,crps,0.225957,0.068108,3.317647
MI_1,MI Mild (μ=1.5),30,MCMC,crps,0.382609,0.079862,4.790893
MI_1,MI Mild (μ=1.5),31,MCMC,crps,0.267040,0.065073,4.103721
MI_1,MI Mild (μ=1.5),32,MCMC,crps,0.129958,0.048605,2.673787
MI_1,MI Mild (μ=1.5),33,MCMC,crps,0.129468,0.050822,2.547462
MI_1,MI Mild (μ=1.5),34,MCMC,crps,0.111995,0.044790,2.500426
MI_1,MI Mild (μ=1.5),35,MCMC,crps,0.378543,0.082410,4.593412
MI_1,MI Mild (μ=1.5),36,MCMC,crps,0.313605,0.066946,4.684472
MI_1,MI Mild (μ=1.5),37,MCMC,crps,0.245994,0.070422,3.493156
MI_1,MI Mild (μ=1.5),38,MCMC,crps,0.285308,0.079245,3.600316
MI_1,MI Mild (μ=1.5),39,MCMC,crps,0.174802,0.058721,2.976822
MI_1,MI Mild (μ=1.5),40,MCMC,crps,0.062729,0.116888,0.536655
MI_1,MI Mild (μ=1.5),41,MCMC,crps,0.069031,0.070199,0.983361
MI_1,MI Mild (μ=1.5),42,MCMC,crps,0.052327,0.069612,0.751696
MI_1,MI Mild (μ=1.5),43,MCMC,crps,0.066638,0.083966,0.793633
MI_1,MI Mild (μ=1.5),44,MCMC,crps,0.052984,0.106817,0.496027
MI_1,MI Mild (μ=1.5),45,MCMC,crps,0.054023,0.072860,0.741467
MI_1,MI Mild (μ=1.5),46,MCMC,crps,0.057448,0.070077,0.819791
MI_1,MI Mild (μ=1.5),47,MCMC,crps,0.055872,0.068700,0.813279
MI_1,MI Mild (μ=1.5),48,MCMC,crps,0.064266,0.139655,0.460177
MI_1,MI Mild (μ=1.5),49,MCMC,crps,0.052294,0.107899,0.484654
MI_1,MI Mild (μ=1.5),50,MCMC,crps,0.054410,0.072624,0.749200
MI_1,MI Mild (μ=1.5),51,MCMC,crps,0.044417,0.079393,0.559461
MI_1,MI Mild (μ=1.5),52,MCMC,crps,0.083033,0.072882,1.139290
MI_1,MI Mild (μ=1.5),53,MCMC,crps,0.052510,0.073194,0.717414
MI_1,MI Mild (μ=1.5),54,MCMC,crps,0.058409,0.121818,0.479481
MI_1,MI Mild (μ=1.5),55,MCMC,crps,0.082839,0.136319,0.607687
MI_1,MI Mild (μ=1.5),56,MCMC,crps,0.044612,0.120371,0.370623
MI_1,MI Mild (μ=1.5),57,MCMC,crps,0.059788,0.063094,0.947608
MI_1,MI Mild (μ=1.5),58,MCMC,crps,0.055567,0.134151,0.414212
MI_1,MI Mild (μ=1.5),59,MCMC,crps,0.071650,0.105653,0.678160
MI_1,MI Mild (μ=1.5),60,MCMC,crps,0.059617,0.237061,0.251485
MI_1,MI Mild (μ=1.5),61,MCMC,crps,0.174443,0.068637,2.541533
MI_1,MI Mild (μ=1.5),62,MCMC,crps,0.191229,0.073423,2.604482
MI_1,MI Mild (μ=1.5),63,MCMC,crps,0.198093,0.081915,2.418287
MI_1,MI Mild (μ=1.5),64,MCMC,crps,0.219191,0.094100,2.329343
MI_1,MI Mild (μ=1.5),65,MCMC,crps,0.149245,0.089901,1.660109
MI_1,MI Mild (μ=1.5),66,MCMC,crps,0.042861,0.140871,0.304256
MI_1,MI Mild (μ=1.5),67,MCMC,crps,0.051234,0.107813,0.475208
MI_1,MI Mild (μ=1.5),68,MCMC,crps,0.121143,0.072014,1.682204
MI_1,MI Mild (μ=1.5),69,MCMC,crps,0.165345,0.081642,2.025248
MI_1,MI Mild (μ=1.5),70,MCMC,crps,0.172689,0.067205,2.569592
MI_1,MI Mild (μ=1.5),71,MCMC,crps,0.135199,0.093056,1.452874
MI_1,MI Mild (μ=1.5),72,MCMC,crps,0.232526,0.093828,2.478220
MI_1,MI Mild (μ=1.5),73,MCMC,crps,0.161125,0.110499,1.458152
MI_1,MI Mild (μ=1.5),74,MCMC,crps,0.200067,0.067424,2.967303
MI_1,MI Mild (μ=1.5),75,MCMC,crps,0.184607,0.079912,2.310128
MI_1,MI Mild (μ=1.5),76,MCMC,crps,0.130288,0.097534,1.335823
MI_1,MI Mild (μ=1.5),77,MCMC,crps,0.170671,0.055303,3.086119
MI_1,MI Mild (μ=1.5),78,MCMC,crps,0.139166,0.111791,1.244880
MI_1,MI Mild (μ=1.5),79,MCMC,crps,0.139491,0.110882,1.258005
MI_1,MI Mild (μ=1.5),80,MCMC,crps,0.030605,0.114996,0.266139
MI_1,MI Mild (μ=1.5),81,MCMC,crps,0.067521,0.094868,0.711728
MI_1,MI Mild (μ=1.5),82,MCMC,crps,0.026287,0.132016,0.199122
MI_1,MI Mild (μ=1.5),83,MCMC,crps,0.066963,0.165128,0.405523
MI_1,MI Mild (μ=1.5),84,MCMC,crps,0.032240,0.112506,0.286558
MI_1,MI Mild (μ=1.5),85,MCMC,crps,0.057217,0.110659,0.517060
MI_1,MI Mild (μ=1.5),86,MCMC,crps,0.061732,0.097980,0.630043
MI_1,MI Mild (μ=1.5),87,MCMC,crps,0.051824,0.093470,0.554446
MI_1,MI Mild (μ=1.5),88,MCMC,crps,0.066911,0.094266,0.709815
MI_1,MI Mild (μ=1.5),89,MCMC,crps,0.033491,0.116627,0.287163
MI_1,MI Mild (μ=1.5),90,MCMC,crps,0.037092,0.128994,0.287552
MI_1,MI Mild (μ=1.5),91,MCMC,crps,0.052417,0.106891,0.490383
MI_1,MI Mild (μ=1.5),92,MCMC,crps,0.067164,0.088691,0.757278
MI_1,MI Mild (μ=1.5),93,MCMC,crps,0.073168,0.088541,0.826376
MI_1,MI Mild (μ=1.5),94,MCMC,crps,0.043964,0.126346,0.347967
MI_1,MI Mild (μ=1.5),95,MCMC,crps,0.028858,0.145280,0.198634
MI_1,MI Mild (μ=1.5),96,MCMC,crps,0.045280,0.118710,0.381434
MI_1,MI Mild (μ=1.5),97,MCMC,crps,0.082613,0.087533,0.943797
MI_1,MI Mild (μ=1.5),98,MCMC,crps,0.054747,0.120442,0.454553
MI_1,MI Mild (μ=1.5),99,MCMC,crps,0.048315,0.105078,0.459799
MI_2,MI Moderate (μ=2.0),0,MCMC,crps,0.070917,0.100160,0.708033
MI_2,MI Moderate (μ=2.0),1,MCMC,crps,0.119167,0.122041,0.976448
MI_2,MI Moderate (μ=2.0),2,MCMC,crps,0.093582,0.113437,0.824963
MI_2,MI Moderate (μ=2.0),3,MCMC,crps,0.088824,0.156044,0.569224
MI_2,MI Moderate (μ=2.0),4,MCMC,crps,0.107152,0.122174,0.877045
MI_2,MI Moderate (μ=2.0),5,MCMC,crps,0.078854,0.153515,0.513656
MI_2,MI Moderate (μ=2.0),6,MCMC,crps,0.070605,0.144930,0.487163
MI_2,MI Moderate (μ=2.0),7,MCMC,crps,0.080232,0.094596,0.848161
MI_2,MI Moderate (μ=2.0),8,MCMC,crps,0.095023,0.121668,0.780995
MI_2,MI Moderate (μ=2.0),9,MCMC,crps,0.111747,0.125204,0.892516
MI_2,MI Moderate (μ=2.0),10,MCMC,crps,0.090598,0.102466,0.884175
MI_2,MI Moderate (μ=2.0),11,MCMC,crps,0.095876,0.145990,0.656727
MI_2,MI Moderate (μ=2.0),12,MCMC,crps,0.082587,0.132203,0.624697
MI_2,MI Moderate (μ=2.0),13,MCMC,crps,0.107020,0.132818,0.805767
MI_2,MI Moderate (μ=2.0),14,MCMC,crps,0.098474,0.112089,0.878528
MI_2,MI Moderate (μ=2.0),15,MCMC,crps,0.096711,0.128492,0.752662
MI_2,MI Moderate (μ=2.0),16,MCMC,crps,0.073025,0.142178,0.513614
MI_2,MI Moderate (μ=2.0),17,MCMC,crps,0.101319,0.100361,1.009548
MI_2,MI Moderate (μ=2.0),18,MCMC,crps,0.095531,0.150461,0.634920
MI_2,MI Moderate (μ=2.0),19,MCMC,crps,0.065566,0.127846,0.512850
MI_2,MI Moderate (μ=2.0),20,MCMC,crps,0.133489,0.051071,2.613779
MI_2,MI Moderate (μ=2.0),21,MCMC,crps,0.132288,0.055864,2.368033
MI_2,MI Moderate (μ=2.0),22,MCMC,crps,0.107364,0.048162,2.229233
MI_2,MI Moderate (μ=2.0),23,MCMC,crps,0.145574,0.059212,2.458538
MI_2,MI Moderate (μ=2.0),24,MCMC,crps,0.118346,0.048751,2.427578
MI_2,MI Moderate (μ=2.0),25,MCMC,crps,0.116624,0.049645,2.349134
MI_2,MI Moderate (μ=2.0),26,MCMC,crps,0.157843,0.060727,2.599225
MI_2,MI Moderate (μ=2.0),27,MCMC,crps,0.117745,0.051456,2.288279
MI_2,MI Moderate (μ=2.0),28,MCMC,crps,0.127033,0.046147,2.752769
MI_2,MI Moderate (μ=2.0),29,MCMC,crps,0.124182,0.050747,2.447048
MI_2,MI Moderate (μ=2.0),30,MCMC,crps,0.131468,0.050848,2.585511
MI_2,MI Moderate (μ=2.0),31,MCMC,crps,0.116957,0.045753,2.556273
MI_2,MI Moderate (μ=2.0),32,MCMC,crps,0.102931,0.047619,2.161545
MI_2,MI Moderate (μ=2.0),33,MCMC,crps,0.113965,0.049048,2.323531
MI_2,MI Moderate (μ=2.0),34,MCMC,crps,0.124187,0.052887,2.348156
MI_2,MI Moderate (μ=2.0),35,MCMC,crps,0.128007,0.050066,2.556770
MI_2,MI Moderate (μ=2.0),36,MCMC,crps,0.110520,0.044185,2.501289
MI_2,MI Moderate (μ=2.0),37,MCMC,crps,0.108215,0.047919,2.258310
MI_2,MI Moderate (μ=2.0),38,MCMC,crps,0.268095,0.068631,3.906359
MI_2,MI Moderate (μ=2.0),39,MCMC,crps,0.111880,0.048038,2.328971
MI_2,MI Moderate (μ=2.0),40,MCMC,crps,0.055203,0.067988,0.811953
MI_2,MI Moderate (μ=2.0),41,MCMC,crps,0.073240,0.061069,1.199304
MI_2,MI Moderate (μ=2.0),42,MCMC,crps,0.077651,0.074891,1.036856
MI_2,MI Moderate (μ=2.0),43,MCMC,crps,0.062722,0.064837,0.967374
MI_2,MI Moderate (μ=2.0),44,MCMC,crps,0.075353,0.074414,1.012616
MI_2,MI Moderate (μ=2.0),45,MCMC,crps,0.049991,0.077644,0.643852
MI_2,MI Moderate (μ=2.0),46,MCMC,crps,0.068813,0.070429,0.977059
MI_2,MI Moderate (μ=2.0),47,MCMC,crps,0.047917,0.075690,0.633070
MI_2,MI Moderate (μ=2.0),48,MCMC,crps,0.077992,0.068430,1.139735
MI_2,MI Moderate (μ=2.0),49,MCMC,crps,0.058694,0.086012,0.682395
MI_2,MI Moderate (μ=2.0),50,MCMC,crps,0.063984,0.073376,0.872007
MI_2,MI Moderate (μ=2.0),51,MCMC,crps,0.062551,0.062845,0.995309
MI_2,MI Moderate (μ=2.0),52,MCMC,crps,0.054184,0.082362,0.657880
MI_2,MI Moderate (μ=2.0),53,MCMC,crps,0.072338,0.069232,1.044867
MI_2,MI Moderate (μ=2.0),54,MCMC,crps,0.107615,0.076971,1.398126
MI_2,MI Moderate (μ=2.0),55,MCMC,crps,0.154550,0.072032,2.145576
MI_2,MI Moderate (μ=2.0),56,MCMC,crps,0.053946,0.091726,0.588116
MI_2,MI Moderate (μ=2.0),57,MCMC,crps,0.107421,0.078766,1.363790
MI_2,MI Moderate (μ=2.0),58,MCMC,crps,0.063090,0.065887,0.957554
MI_2,MI Moderate (μ=2.0),59,MCMC,crps,0.101050,0.068080,1.484286
MI_2,MI Moderate (μ=2.0),60,MCMC,crps,0.127338,0.091881,1.385892
MI_2,MI Moderate (μ=2.0),61,MCMC,crps,0.175425,0.071044,2.469258
MI_2,MI Moderate (μ=2.0),62,MCMC,crps,0.220407,0.088226,2.498203
MI_2,MI Moderate (μ=2.0),63,MCMC,crps,0.161027,0.064558,2.494278
MI_2,MI Moderate (μ=2.0),64,MCMC,crps,0.199612,0.078351,2.547656
MI_2,MI Moderate (μ=2.0),65,MCMC,crps,0.163631,0.057705,2.835627
MI_2,MI Moderate (μ=2.0),66,MCMC,crps,0.147354,0.066209,2.225570
MI_2,MI Moderate (μ=2.0),67,MCMC,crps,0.144609,0.066014,2.190595
MI_2,MI Moderate (μ=2.0),68,MCMC,crps,0.104074,0.121292,0.858045
MI_2,MI Moderate (μ=2.0),69,MCMC,crps,0.203139,0.066396,3.059485
MI_2,MI Moderate (μ=2.0),70,MCMC,crps,0.196862,0.054274,3.627166
MI_2,MI Moderate (μ=2.0),71,MCMC,crps,0.145060,0.074905,1.936587
MI_2,MI Moderate (μ=2.0),72,MCMC,crps,0.159924,0.078420,2.039324
MI_2,MI Moderate (μ=2.0),73,MCMC,crps,0.211063,0.081465,2.590834
MI_2,MI Moderate (μ=2.0),74,MCMC,crps,0.124080,0.082565,1.502811
MI_2,MI Moderate (μ=2.0),75,MCMC,crps,0.154060,0.062055,2.482639
MI_2,MI Moderate (μ=2.0),76,MCMC,crps,0.198597,0.068817,2.885875
MI_2,MI Moderate (μ=2.0),77,MCMC,crps,0.182070,0.059138,3.078732
MI_2,MI Moderate (μ=2.0),78,MCMC,crps,0.219036,0.056593,3.870380
MI_2,MI Moderate (μ=2.0),79,MCMC,crps,0.189696,0.074362,2.550976
MI_2,MI Moderate (μ=2.0),80,MCMC,crps,0.056341,0.120996,0.465646
MI_2,MI Moderate (μ=2.0),81,MCMC,crps,0.037589,0.127021,0.295931
MI_2,MI Moderate (μ=2.0),82,MCMC,crps,0.080188,0.091173,0.879513
MI_2,MI Moderate (μ=2.0),83,MCMC,crps,0.061992,0.089377,0.693603
MI_2,MI Moderate (μ=2.0),84,MCMC,crps,0.048064,0.106628,0.450764
MI_2,MI Moderate (μ=2.0),85,MCMC,crps,0.055463,0.104909,0.528673
MI_2,MI Moderate (μ=2.0),86,MCMC,crps,0.074868,0.087517,0.855475
MI_2,MI Moderate (μ=2.0),87,MCMC,crps,0.032040,0.146970,0.218004
MI_2,MI Moderate (μ=2.0),88,MCMC,crps,0.081499,0.085072,0.957992
MI_2,MI Moderate (μ=2.0),89,MCMC,crps,0.060092,0.091368,0.657694
MI_2,MI Moderate (μ=2.0),90,MCMC,crps,0.066041,0.096681,0.683080
MI_2,MI Moderate (μ=2.0),91,MCMC,crps,0.024602,0.136613,0.180085
MI_2,MI Moderate (μ=2.0),92,MCMC,crps,0.065996,0.098082,0.672868
MI_2,MI Moderate (μ=2.0),93,MCMC,crps,0.033415,0.173812,0.192246
MI_2,MI Moderate (μ=2.0),94,MCMC,crps,0.078578,0.087361,0.899460
MI_2,MI Moderate (μ=2.0),95,MCMC,crps,0.046232,0.116750,0.395992
MI_2,MI Moderate (μ=2.0),96,MCMC,crps,0.052149,0.109898,0.474525
MI_2,MI Moderate (μ=2.0),97,MCMC,crps,0.071004,0.096425,0.736371
MI_2,MI Moderate (μ=2.0),98,MCMC,crps,0.080249,0.108690,0.738326
MI_2,MI Moderate (μ=2.0),99,MCMC,crps,0.079886,0.085775,0.931347
MI_3,MI Severe (μ=3.0),0,MCMC,crps,0.139199,0.130329,1.068060
MI_3,MI Severe (μ=3.0),1,MCMC,crps,0.132238,0.103305,1.280073
MI_3,MI Severe (μ=3.0),2,MCMC,crps,0.150395,0.100097,1.502500
MI_3,MI Severe (μ=3.0),3,MCMC,crps,0.203588,0.116090,1.753710
MI_3,MI Severe (μ=3.0),4,MCMC,crps,0.132980,0.118527,1.121943
MI_3,MI Severe (μ=3.0),5,MCMC,crps,0.170433,0.104852,1.625458
MI_3,MI Severe (μ=3.0),6,MCMC,crps,0.128399,0.116716,1.100098
MI_3,MI Severe (μ=3.0),7,MCMC,crps,0.129202,0.103910,1.243393
MI_3,MI Severe (μ=3.0),8,MCMC,crps,0.124835,0.153652,0.812453
MI_3,MI Severe (μ=3.0),9,MCMC,crps,0.128221,0.109760,1.168201
MI_3,MI Severe (μ=3.0),10,MCMC,crps,0.113521,0.113434,1.000766
MI_3,MI Severe (μ=3.0),11,MCMC,crps,0.149218,0.123673,1.206554
MI_3,MI Severe (μ=3.0),12,MCMC,crps,0.106471,0.112061,0.950115
MI_3,MI Severe (μ=3.0),13,MCMC,crps,0.159754,0.144856,1.102848
MI_3,MI Severe (μ=3.0),14,MCMC,crps,0.209202,0.137501,1.521456
MI_3,MI Severe (μ=3.0),15,MCMC,crps,0.169207,0.097172,1.741307
MI_3,MI Severe (μ=3.0),16,MCMC,crps,0.151658,0.123311,1.229883
MI_3,MI Severe (μ=3.0),17,MCMC,crps,0.109960,0.100327,1.096016
MI_3,MI Severe (μ=3.0),18,MCMC,crps,0.164538,0.113896,1.444639
MI_3,MI Severe (μ=3.0),19,MCMC,crps,0.147250,0.124165,1.185927
MI_3,MI Severe (μ=3.0),20,MCMC,crps,0.131636,0.049097,2.681144
MI_3,MI Severe (μ=3.0),21,MCMC,crps,0.149435,0.056408,2.649189
MI_3,MI Severe (μ=3.0),22,MCMC,crps,0.157280,0.067027,2.346506
MI_3,MI Severe (μ=3.0),23,MCMC,crps,0.137281,0.062334,2.202332
MI_3,MI Severe (μ=3.0),24,MCMC,crps,0.141652,0.061773,2.293118
MI_3,MI Severe (μ=3.0),25,MCMC,crps,0.124148,0.050415,2.462518
MI_3,MI Severe (μ=3.0),26,MCMC,crps,0.145570,0.064874,2.243895
MI_3,MI Severe (μ=3.0),27,MCMC,crps,0.140919,0.052334,2.692655
MI_3,MI Severe (μ=3.0),28,MCMC,crps,0.155866,0.056815,2.743380
MI_3,MI Severe (μ=3.0),29,MCMC,crps,0.149021,0.060722,2.454130
MI_3,MI Severe (μ=3.0),30,MCMC,crps,0.138496,0.057382,2.413591
MI_3,MI Severe (μ=3.0),31,MCMC,crps,0.173966,0.060213,2.889164
MI_3,MI Severe (μ=3.0),32,MCMC,crps,0.137454,0.061327,2.241327
MI_3,MI Severe (μ=3.0),33,MCMC,crps,0.156126,0.053206,2.934374
MI_3,MI Severe (μ=3.0),34,MCMC,crps,0.172871,0.051596,3.350433
MI_3,MI Severe (μ=3.0),35,MCMC,crps,0.113438,0.048304,2.348442
MI_3,MI Severe (μ=3.0),36,MCMC,crps,0.154185,0.054883,2.809358
MI_3,MI Severe (μ=3.0),37,MCMC,crps,0.159721,0.053998,2.957907
MI_3,MI Severe (μ=3.0),38,MCMC,crps,0.138866,0.053925,2.575162
MI_3,MI Severe (μ=3.0),39,MCMC,crps,0.133006,0.056724,2.344782
MI_3,MI Severe (μ=3.0),40,MCMC,crps,0.089302,0.079382,1.124962
MI_3,MI Severe (μ=3.0),41,MCMC,crps,0.110984,0.074416,1.491402
MI_3,MI Severe (μ=3.0),42,MCMC,crps,0.159181,0.070971,2.242895
MI_3,MI Severe (μ=3.0),43,MCMC,crps,0.133366,0.076122,1.752000
MI_3,MI Severe (μ=3.0),44,MCMC,crps,0.107355,0.074749,1.436215
MI_3,MI Severe (μ=3.0),45,MCMC,crps,0.111309,0.072648,1.532174
MI_3,MI Severe (μ=3.0),46,MCMC,crps,0.112921,0.072136,1.565403
MI_3,MI Severe (μ=3.0),47,MCMC,crps,0.108532,0.063504,1.709061
MI_3,MI Severe (μ=3.0),48,MCMC,crps,0.108776,0.073124,1.487555
MI_3,MI Severe (μ=3.0),49,MCMC,crps,0.125756,0.072461,1.735492
MI_3,MI Severe (μ=3.0),50,MCMC,crps,0.101515,0.063705,1.593506
MI_3,MI Severe (μ=3.0),51,MCMC,crps,0.106332,0.065772,1.616666
MI_3,MI Severe (μ=3.0),52,MCMC,crps,0.117633,0.074134,1.586757
MI_3,MI Severe (μ=3.0),53,MCMC,crps,0.116548,0.078899,1.477186
MI_3,MI Severe (μ=3.0),54,MCMC,crps,0.099481,0.067186,1.480678
MI_3,MI Severe (μ=3.0),55,MCMC,crps,0.111299,0.068871,1.616056
MI_3,MI Severe (μ=3.0),56,MCMC,crps,0.113963,0.075876,1.501971
MI_3,MI Severe (μ=3.0),57,MCMC,crps,0.100200,0.071660,1.398276
MI_3,MI Severe (μ=3.0),58,MCMC,crps,0.089164,0.079843,1.116748
MI_3,MI Severe (μ=3.0),59,MCMC,crps,0.113864,0.067613,1.684041
MI_3,MI Severe (μ=3.0),60,MCMC,crps,0.198862,0.052494,3.788237
MI_3,MI Severe (μ=3.0),61,MCMC,crps,0.254233,0.047563,5.345172
MI_3,MI Severe (μ=3.0),62,MCMC,crps,0.237149,0.051393,4.614429
MI_3,MI Severe (μ=3.0),63,MCMC,crps,0.180117,0.048614,3.705079
MI_3,MI Severe (μ=3.0),64,MCMC,crps,0.202557,0.049939,4.056076
MI_3,MI Severe (μ=3.0),65,MCMC,crps,0.182717,0.056583,3.229161
MI_3,MI Severe (μ=3.0),66,MCMC,crps,0.271122,0.051471,5.267465
MI_3,MI Severe (μ=3.0),67,MCMC,crps,0.212853,0.054019,3.940347
MI_3,MI Severe (μ=3.0),68,MCMC,crps,0.213472,0.058496,3.649348
MI_3,MI Severe (μ=3.0),69,MCMC,crps,0.187070,0.048359,3.868356
MI_3,MI Severe (μ=3.0),70,MCMC,crps,0.198408,0.050498,3.929026
MI_3,MI Severe (μ=3.0),71,MCMC,crps,0.207432,0.058244,3.561453
MI_3,MI Severe (μ=3.0),72,MCMC,crps,0.240500,0.049244,4.883884
MI_3,MI Severe (μ=3.0),73,MCMC,crps,0.174447,0.045158,3.863059
MI_3,MI Severe (μ=3.0),74,MCMC,crps,0.205678,0.054947,3.743224
MI_3,MI Severe (μ=3.0),75,MCMC,crps,0.227860,0.063977,3.561582
MI_3,MI Severe (μ=3.0),76,MCMC,crps,0.189831,0.062543,3.035222
MI_3,MI Severe (μ=3.0),77,MCMC,crps,0.215760,0.053949,3.999325
MI_3,MI Severe (μ=3.0),78,MCMC,crps,0.183281,0.050435,3.634015
MI_3,MI Severe (μ=3.0),79,MCMC,crps,0.182817,0.055985,3.265430
MI_3,MI Severe (μ=3.0),80,MCMC,crps,0.072444,0.100931,0.717759
MI_3,MI Severe (μ=3.0),81,MCMC,crps,0.080516,0.076061,1.058565
MI_3,MI Severe (μ=3.0),82,MCMC,crps,0.072579,0.086909,0.835116
MI_3,MI Severe (μ=3.0),83,MCMC,crps,0.076139,0.078157,0.974183
MI_3,MI Severe (μ=3.0),84,MCMC,crps,0.083091,0.095985,0.865673
MI_3,MI Severe (μ=3.0),85,MCMC,crps,0.081310,0.071119,1.143301
MI_3,MI Severe (μ=3.0),86,MCMC,crps,0.089686,0.084911,1.056234
MI_3,MI Severe (μ=3.0),87,MCMC,crps,0.083322,0.110025,0.757297
MI_3,MI Severe (μ=3.0),88,MCMC,crps,0.112858,0.121765,0.926853
MI_3,MI Severe (μ=3.0),89,MCMC,crps,0.098526,0.104869,0.939512
MI_3,MI Severe (μ=3.0),90,MCMC,crps,0.085191,0.090452,0.941839
MI_3,MI Severe (μ=3.0),91,MCMC,crps,0.083557,0.083306,1.003017
MI_3,MI Severe (μ=3.0),92,MCMC,crps,0.083805,0.076005,1.102627
MI_3,MI Severe (μ=3.0),93,MCMC,crps,0.090074,0.085275,1.056280
MI_3,MI Severe (μ=3.0),94,MCMC,crps,0.078150,0.077532,1.007971
MI_3,MI Severe (μ=3.0),95,MCMC,crps,0.079046,0.081190,0.973597
MI_3,MI Severe (μ=3.0),96,MCMC,crps,0.114786,0.106271,1.080121
MI_3,MI Severe (μ=3.0),97,MCMC,crps,0.080305,0.080288,1.000213
MI_3,MI Severe (μ=3.0),98,MCMC,crps,0.099020,0.094142,1.051814
MI_3,MI Severe (μ=3.0),99,MCMC,crps,0.100103,0.091568,1.093211
