scenario,scenario_display,sample_idx,target_region,target_region_idx,inferred_region,inferred_region_idx,region_role,method,mse,mae,crps,interval_score,ci_width,coverage,median_mse
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000259,0.012746,0.012746,,0.000000,,0.000259
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.004571,0.067176,0.067176,,0.000000,,0.004571
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Inferior,1,Diseased,Point Estimate,0.024597,0.156349,0.156349,,0.000000,,0.024597
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.002733,0.049883,0.049883,,0.000000,,0.002733
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.001310,0.033644,0.033644,,0.000000,,0.001310
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000229,0.014692,0.014692,,0.000000,,0.000229
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.000917,0.030019,0.030019,,0.000000,,0.000917
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Inferior,1,Diseased,Point Estimate,0.078722,0.280390,0.280390,,0.000000,,0.078722
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.002243,0.045162,0.045162,,0.000000,,0.002243
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.000195,0.013828,0.013828,,0.000000,,0.000195
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000054,0.007223,0.007223,,0.000000,,0.000054
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.000312,0.017345,0.017345,,0.000000,,0.000312
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Inferior,1,Diseased,Point Estimate,0.051873,0.227519,0.227519,,0.000000,,0.051873
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.006794,0.080896,0.080896,,0.000000,,0.006794
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.006933,0.080804,0.080804,,0.000000,,0.006933
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000175,0.013185,0.013185,,0.000000,,0.000175
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.000195,0.013951,0.013951,,0.000000,,0.000195
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Inferior,1,Diseased,Point Estimate,0.101294,0.318107,0.318107,,0.000000,,0.101294
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.001500,0.035828,0.035828,,0.000000,,0.001500
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.000901,0.028085,0.028085,,0.000000,,0.000901
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000009,0.002681,0.002681,,0.000000,,0.000009
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.005856,0.076488,0.076488,,0.000000,,0.005856
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Inferior,1,Diseased,Point Estimate,0.072845,0.269723,0.269723,,0.000000,,0.072845
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.000184,0.012146,0.012146,,0.000000,,0.000184
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.002481,0.049688,0.049688,,0.000000,,0.002481
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000029,0.005385,0.005385,,0.000000,,0.000029
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.000061,0.006282,0.006282,,0.000000,,0.000061
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Inferior,1,Diseased,Point Estimate,0.042252,0.203809,0.203809,,0.000000,,0.042252
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.002293,0.046132,0.046132,,0.000000,,0.002293
