1.0,1.0,1.933214,1.9389206,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.1278322,2.554217,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.635695,2.0386314,1.0207448,0.9749423,1.007959,1.0,1.0,1.0
1.0,1.0,1.9924618,2.0640635,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.285802,2.6899981,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.5654674,2.025221,1.0209937,0.97501653,1.0090468,0.992285,1.0,1.0
1.0,1.0,1.9298913,1.9219216,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.944016,1.9490412,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.845991,1.9652692,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.8763554,2.0279598,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.3616095,1.973625,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.9242945,1.2490965,1.0,1.0,1.0,1.0,1.0,1.0
1.0206275,1.000718,1.5412824,1.6238457,1.0126351,1.0004914,1.0069369,0.99467117,1.0014824,1.00173
1.0,1.0,2.5336058,2.1232538,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.4409592,1.8964831,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.8297714,1.9617465,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.51351,2.0867019,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.8686864,2.284093,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.8598588,2.294549,1.0,1.0,1.0,1.0,1.0,1.0
0.76149297,0.9877222,0.9900936,1.0070322,1.0391742,1.7325526,0.99742466,0.99506676,0.78861856,0.9842753
1.0,1.0,1.0,1.0,2.3051198,1.8844115,1.0,1.0,1.0,1.0
1.0266021,0.96925735,1.0045673,1.0225685,1.6360689,1.3908255,0.9952446,1.0090059,1.0014049,1.0024148
1.0133983,0.98502815,0.9721782,1.0690742,1.7176818,1.6328994,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.885246,2.634436,1.0,1.0,1.0,1.0
1.0125743,0.97905755,0.97164446,1.0695643,1.5915892,1.8626509,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.08734,2.462803,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.9866091,2.265103,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.6014924,2.0593948,1.0,1.0,1.0,1.0
1.0146569,0.98374945,1.0361773,0.98477083,1.7271014,1.7704169,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.1468773,1.6463585,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.1841166,2.1297984,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.2798681,1.7375469,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.1343703,1.9735659,1.0,1.0,1.0,1.0
1.0142508,0.983529,1.036502,0.9846862,1.6725913,1.799963,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.282829,1.8659666,1.0,1.0,1.0,1.0
1.0,1.0,1.0345815,0.9826245,1.9623826,1.5024148,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.4167433,2.0812113,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.8140483,1.9836164,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.1384645,1.8741935,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.3526716,1.4610397,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.7238574,2.3439524,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.8036069,2.652679,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.4772955,2.4357731,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.8339504,2.4125032,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.2978926,1.4193102,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.3817875,2.5743349,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.0520968,1.9140718,1.0,1.0
1.0,1.0317085,0.9610314,1.0794387,1.0,1.0,2.1162946,1.186727,1.0,1.0
1.0015069,1.0247067,0.9534209,1.0952743,1.0,1.0,1.7790086,1.4321737,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.012914,1.6672589,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.7691393,2.3611941,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.0434,1.7740858,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.3658013,1.8420024,1.0,1.0
1.0173359,0.99959993,1.0486448,0.982071,1.0,1.0,1.5019535,1.9391935,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.9838482,2.4446707,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.6935391,2.670327,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.8127599,2.352579,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.4181123,2.728036,1.0,1.0
1.0,1.024861,0.95322275,1.0908064,1.0,1.0,1.8956225,1.4128029,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2480724,1.6709956
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1637902,1.9336854
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5512297,1.739251
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.508653,2.4199572
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0357387,1.5450492
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.390341,1.5751394
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.454727,2.052601
1.0,1.0,1.0,1.0,1.0199168,0.9729003,1.0,1.0,1.7621564,1.7329353
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0272777,2.0363538
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8636916,2.0103276
1.0,0.7227593,1.0,1.0029225,1.0,0.704759,1.0,1.0,1.3359622,1.518671
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5269866,2.2327428
1.0023608,1.0260993,0.9931529,1.0189953,1.0019652,0.9981132,0.9946442,1.0032759,1.622003,1.5693567
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8833988,2.03152
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2293673,2.0318701
1.0,0.70863265,1.0,1.0033778,1.0,0.7046111,1.0,1.0,0.89323443,2.3951879
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3165312,2.4375386
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9949092,2.474646
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1066685,2.1050751
0.8814664,0.90833604,0.98540604,1.0054641,0.8527712,0.8262693,0.8752411,0.6182802,1.0338807,1.0106704
