1.8984356,1.8529999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.3551528,1.4746356,0.99851406,1.0136678,0.92886597,1.0948281,0.984598,0.9992844,1.0005361,1.0005085
2.1521754,1.7709595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.2285838,1.7806959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.8988556,1.7885774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.4415476,1.6447486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.2660112,2.377187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.4735506,2.180167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.2510228,2.5988615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.5328705,1.991003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.3640938,1.7730669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.59176,1.5667806,1.0160968,0.9908171,1.0109776,0.97087,1.015127,0.9973393,0.99514693,1.0001752
1.3619325,1.6706566,1.016648,0.9873791,0.9999703,0.9820579,1.0092032,0.9979511,0.9933835,0.9996645
2.3805537,2.2133148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0045183,1.2821795,1.0136287,0.9949878,1.0120106,0.9666471,1.0153925,0.9999729,0.9985763,1.0007659
2.0722814,2.4610445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.538811,2.4722223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.035102,1.7366647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.7074153,1.8495656,1.0,1.0,1.0140496,0.97581875,1.0173866,0.9972426,1.0,1.0
2.0406778,1.6379436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.020079,0.9992273,1.7924963,1.6301442,1.0054157,1.0017551,1.0082722,0.99464184,0.9989023,1.000947
