cirInfSeptTotal,cirAntSeptTotal,cirAntTotal,cirAntLatTotal,cirInfLatTotal,cirInfTotal,radInfSeptTotal,radAntSeptTotal,radAntTotal,radAntLatTotal,radInfLatTotal,radInfTotal
0,0,0,0,0,0,0,0,0,0,0,0
-0.0107533455301398,-0.0295139819749399,-0.0127189241956127,0.0112693915565947,-0.00337868586872177,-0.00656939659785855,0.00449072398373825,0.0417916160610099,0.0736898047098576,-0.0147749192419296,0.00892927597998172,0.0232595300660068
-0.0333483145086012,-0.0759508899332379,-0.0276646670498705,0.00524548290431287,-0.0166549607835031,-0.0168211807115587,0.0234390430436201,0.0992729157610836,0.172870309628246,-0.0329953731539902,-0.00371863598379869,0.0744828611833697
-0.0545428865638855,-0.106252830028746,-0.0487786992607188,-0.029776083542688,-0.0461600278546706,-0.0361174958413986,0.0365141048474874,0.151670294925278,0.279424223280845,-0.014093331753022,0.0151923515393991,0.130886706000723
-0.0739013096323673,-0.123493963415201,-0.0774540001277783,-0.0746937608680432,-0.0811334981479655,-0.0471894059993217,0.0503068381319736,0.19964219897795,0.387798862263691,0.0311474149446074,0.0637141187334851,0.18223323975206
-0.0929866420926332,-0.132521302650093,-0.105184315141734,-0.119509314301363,-0.111830688740297,-0.0512169446586741,0.0486792959861839,0.262408904415147,0.542878842256013,0.111632884699698,0.131279802568248,0.238011895077059
-0.107164307025451,-0.136897839623396,-0.127866262015484,-0.151507350627408,-0.144490425340566,-0.0522935676525584,0.0176395879218422,0.311479226514108,0.704312137207774,0.225370140919978,0.199235413516804,0.279212345462484
-0.11262984567313,-0.139261229614402,-0.144809342217369,-0.178098065678549,-0.17050004916315,-0.0535745109605482,0.00327463527862714,0.346782128647103,0.832189450866206,0.347095302265329,0.245555036606144,0.30968954832794
-0.111800745319228,-0.143663632742988,-0.156911450346337,-0.193932975837089,-0.189321736538357,-0.0551434893221982,-0.0200443498465313,0.364226064539508,0.932727890305097,0.458291668066242,0.30103786028718,0.329600404125235
-0.107831350471669,-0.148368688905771,-0.162267311596883,-0.205890000264969,-0.203740475704144,-0.0574443703118447,-0.0328640849572883,0.385307608911542,1.04422250762173,0.525906613600619,0.343942571115037,0.332443046192497
-0.101919656396714,-0.152710173461258,-0.162711320804281,-0.213293252971613,-0.21461093359211,-0.0617208637657251,-0.0405760005479303,0.400576878023674,1.13408519176075,0.562559223930216,0.373352613331936,0.323011633545244
-0.104878308982235,-0.154998809154631,-0.161769841464327,-0.221437837042314,-0.221556223837982,-0.0673056099615628,-0.0229856824778939,0.442289135565747,1.20076384304161,0.618670783427226,0.444168304289254,0.345695001573383
-0.116937691247208,-0.160892803765679,-0.159702994844216,-0.226344700446217,-0.225326164637369,-0.0827463947006713,-0.000986111627750271,0.501688973193315,1.26702544261406,0.736997687686525,0.566989476826161,0.390658116488201
-0.126130284712925,-0.166491196508635,-0.15638347746554,-0.224613679146345,-0.225026729617972,-0.106276722694506,0.0225597719321398,0.551311228621488,1.31834054890899,0.860675475383604,0.684645486572939,0.435476703435386
-0.127383615443998,-0.15941109545757,-0.13809559766082,-0.209153074754192,-0.211003123452348,-0.122503382064798,0.0649870071380042,0.570649672596713,1.237177753814,0.833438167189311,0.709747166568119,0.453821806031071
-0.111764165090747,-0.140879365212645,-0.0998036410624933,-0.167717668833914,-0.17568649194387,-0.124232253263681,0.109182782143454,0.513555709546539,0.929468153782455,0.628614174751026,0.589724514963557,0.410045995254101
