Volume,cir-Basal-InfSept,cir-Basal-AntSept,cir-Basal-Ant,cir-Basal-AntLat,cir-Basal-InfLat,cir-Basal-Inf,cir-Mid-InfSept,cir-Mid-AntSept,cir-Mid-Ant,cir-Mid-AntLat,cir-Mid-InfLat,cir-Mid-Inf,cir-Apical-Septal,cir-Apical-Anterior,cir-Apical-Lateral,cir-Apical-Inferior,rad-Basal-InfSept,rad-Basal-AntSept,rad-Basal-Ant,rad-Basal-AntLat,rad-Basal-InfLat,rad-Basal-Inf,rad-Mid-InfSept,rad-Mid-AntSept,rad-Mid-Ant,rad-Mid-AntLat,rad-Mid-InfLat,rad-Mid-Inf,rad-Apical-Septal,rad-Apical-Anterior,rad-Apical-Lateral,rad-Apical-Inferior
180.9779,-0.146815537,-0.167970519,-0.152913168,-0.180692355,-0.177432274,-0.132681214,-0.14933455,-0.14365198,-0.106038587,-0.12037683,-0.161744922,-0.067576723,-0.14572084,-0.095052553,-0.121167063,-0.096644814,0.341451481,0.541256115,0.748871574,0.8089102661629854,0.7070337027079695,0.4681965019775495,0.44212072382407097,0.3190993478138445,0.519250873,0.410625565,0.525028538,0.34949561821993447,0.320195552,0.593751971,0.55824401,0.346195255
