cirInfSeptTotal,cirAntSeptTotal,cirAntTotal,cirAntLatTotal,cirInfLatTotal,cirInfTotal,radInfSeptTotal,radAntSeptTotal,radAntTotal,radAntLatTotal,radInfLatTotal,radInfTotal
0,0,0,0,0,0,0,0,0,0,0,0
0.00244634768465071,-0.00759801585887688,-0.000745662034914542,0.000803922335145156,0.00304973890807304,0.00707072233309833,0.0356933867028664,0.0409189553198703,0.0293396657061651,0.0407250201452071,0.0492015915912427,0.0133327185876833
-0.00584449685501772,-0.032954041059258,-0.0023869181564029,0.00351587245614686,-0.00453553284038225,0.00209548357981977,0.0854395411151151,0.0987835313561991,0.0819951862102191,0.0824605632396064,0.114438604911758,0.0513693797068096
-0.0298359505456295,-0.0608038002048799,-0.011616665177398,-0.0153877340929086,-0.0325045542036968,-0.0125987645439745,0.12793463586538,0.135617860802257,0.151467191394128,0.157473817066792,0.184427368855227,0.0960380732516992
-0.0608707125313444,-0.0853739420592775,-0.035232589951701,-0.0368327532568061,-0.0674280552943432,-0.0290312914833601,0.191780793968061,0.173428140675547,0.224744884543859,0.23242024244767,0.278602753592705,0.14786663459229
-0.0921247803771444,-0.109596788022953,-0.0622698048850024,-0.0556840107315054,-0.103338413753704,-0.0433523451272946,0.267720012766977,0.210988336474505,0.299801289099934,0.300728349297094,0.383143305906304,0.206003724981202
-0.1194251985163,-0.128547939496948,-0.0834518995871491,-0.0720006514325142,-0.132143192099062,-0.0571137672729163,0.34562759396073,0.274485194296835,0.386910915710737,0.370710465146895,0.477139319844298,0.273209782193848
-0.140315982390876,-0.147394270782494,-0.0941957131693448,-0.0873499564972371,-0.158034878392988,-0.068671994572497,0.42206322674581,0.332278001681696,0.474159444769964,0.436375527814834,0.572383722398342,0.349598801265096
-0.15760981775941,-0.161952681703072,-0.0948198048700867,-0.102819098121872,-0.179130707461615,-0.0749070262395119,0.49677178790751,0.401530655952377,0.561072359241578,0.492566086959967,0.653141299000447,0.4220881219702
-0.166821754438235,-0.168571276738819,-0.0925450358983391,-0.114146001606954,-0.193433941558483,-0.0765750374011352,0.550718693758316,0.450627803005249,0.627530253676102,0.536629939254083,0.718544408316371,0.471595535771082
-0.156867373596632,-0.158040472530813,-0.084652178318782,-0.118447633854066,-0.19901964473056,-0.0716163958224323,0.54932831891314,0.437432912429549,0.630356005306548,0.545223088841726,0.744480506822895,0.451712376410615
-0.136552768903533,-0.125571579536435,-0.0777577764568418,-0.117432907428349,-0.192504967649908,-0.0632142953750444,0.464325302755654,0.361005205823669,0.554341181456735,0.505444338509808,0.687341906293694,0.380528660310873
-0.130437407449966,-0.105000703231832,-0.0783775325316683,-0.106330044841854,-0.179071013752766,-0.0634835650782987,0.42781252067345,0.314160149880473,0.459443219472799,0.450417385819357,0.603398431619617,0.331854232421469
-0.144128121404145,-0.0992636521859584,-0.0802324875643978,-0.0856017538637013,-0.158074724823174,-0.0747520360496625,0.423634681413486,0.309820086111717,0.345749038553451,0.353635688540071,0.49104119677191,0.319813237955936
-0.16564047504722,-0.102266603525977,-0.0639214821154823,-0.0632075485345392,-0.124115347112283,-0.0677134445988687,0.40692016202992,0.304647717345342,0.223172815213432,0.176773667087168,0.293220292875139,0.323244234227289
-0.14737696288328,-0.0815405422044524,-0.0366910054831641,-0.0247658187673551,-0.0692281198522676,-0.0526389951379835,0.271041363947441,0.209584243233034,0.0848474600130616,-0.0260798492481142,0.0727207551251948,0.240201136423106
