0.07463320,0.79273111,0.80071878,0.49651772,-0.77408057,-0.77183740,1.00200438,0.49365187,0.69472065,0.47496751,-0.96737334,-0.82920462,1.13887512,-0.62784317,-0.63502279,-0.93314589,-0.21442077,-0.75387311,-0.77879144,-0.39853706,0.53240175,0.34029940,-0.71154744,-0.55714565,-0.90672819,-0.41789649,0.80741445,0.69275044,-0.80642328,0.60967911,0.90894248,1.03418048,0.83220711
0.00514246,-3.05867872,-2.89495321,0.49375969,0.96051514,0.92731856,-0.06581782,-3.02341048,-2.57694033,0.90954279,0.89870138,0.76285493,-0.01810004,-0.05740069,0.82135730,0.70584948,0.74775313,2.80187565,2.02262590,-0.31384522,-0.74930826,-0.68450635,-0.05429752,3.45014306,0.74234596,-0.53580913,-0.86108494,-0.91201314,0.11526977,-0.42726313,-0.78489881,-0.84818978,-0.58279293
-0.72519785,0.71148433,0.67458648,-0.01052007,0.70964289,0.76975943,0.79141720,0.63431615,0.72378528,-0.11624840,0.82005374,0.80282798,0.72730190,0.90019491,0.78711597,0.91220077,0.85930917,-0.65307584,-0.59521021,-0.25958401,-0.60856277,-0.61652810,-0.68473493,-0.63320721,-0.72117371,-0.05051182,-0.68564148,-0.79019129,-0.78407081,-0.71280215,-0.86137492,-0.86613118,-0.85982436
0.54577487,0.59981707,0.58378119,0.70376777,0.02493574,-0.13513250,-3.38756825,1.17733385,0.48362079,0.48388555,-0.03053045,-0.01065823,-3.59094320,-0.06048473,-1.15427308,-0.97144488,-2.08066393,-0.52196615,-0.56405525,-0.59703777,-0.15974859,0.14370733,3.34045134,-0.62467830,-0.49183126,-0.65609452,-0.16692584,0.29749827,4.68284138,0.60315400,1.57616751,1.29263512,1.65201972
-0.47918178,0.99767404,0.90572536,0.10827416,-0.34564442,-0.36674582,0.08679736,1.08004793,0.97577455,0.16609099,-0.25613342,0.01191614,0.39924006,1.13654673,1.05217816,1.06170017,1.01432798,-0.79146667,-0.79431723,-0.26729899,0.15221719,0.15616152,-0.13483252,-0.83682126,-1.15927535,-0.17136668,0.34857990,0.19639786,-0.38505839,-0.86943391,-1.07453174,-1.17117147,-1.12473376
-0.68325986,0.41345398,0.40026326,0.45375710,0.79904123,0.86708781,0.86986294,0.26531989,0.44657720,0.34659986,0.77402493,0.82013423,0.76233679,0.43739822,0.45937064,0.53508327,0.55207326,-0.47276463,-0.41271069,-0.48151161,-0.67282744,-0.66066219,-0.70641351,-0.40013891,-0.44783524,-0.44651198,-0.73202692,-0.82176849,-0.77069852,-0.43174081,-0.44411133,-0.45624127,-0.45724484
-0.16746156,0.56954719,0.51698332,-0.52733236,0.84012706,0.79795040,-0.59823625,0.67960412,0.56593007,-0.86603612,0.95344986,0.84476502,-0.87103480,-0.03934002,-0.63093896,-0.16627714,-0.87225790,-0.51125063,-0.35692287,0.12810047,-0.68123211,-0.59186216,0.17388129,-0.52704999,-0.30160256,0.55472514,-0.74083073,-0.75110072,0.39542711,0.20668802,0.71946458,0.66962725,0.76432794
-0.23588686,-0.90919690,-0.72561878,0.90389104,-0.75996728,-0.78094556,0.64434909,-1.05267404,-0.75689753,1.15315056,-0.86290778,-0.79452280,0.85809737,0.21847336,0.92840675,0.43286685,0.96691849,0.55226303,0.26808530,-0.55174747,0.46778333,0.32630436,-0.47681280,0.69168130,0.69230256,-0.86760239,0.58119243,0.63142874,-0.52085024,-0.52667108,-0.82243176,-0.72464208,-0.68479024
-0.79040571,0.84715290,0.90630585,0.89566105,0.86595184,0.74416791,0.14597962,0.93719371,0.91892722,0.75240308,0.82301715,0.87776012,0.04191022,1.03732924,0.73960824,0.85876467,0.63395574,-0.72935852,-0.81220528,-0.75889870,-0.71880494,-0.57152703,-0.29002440,-0.74557534,-1.09432157,-0.76882098,-0.74735011,-0.76258143,-0.28711839,-0.71503519,-0.69317396,-0.72876277,-0.70460146
-0.35707820,0.38465241,0.27838099,-0.40240424,0.07142032,0.15818258,0.25157578,0.32718134,0.39253687,-0.51250432,0.17486164,0.11376655,0.21430962,0.44711508,0.26172786,0.36209445,0.31880200,-0.39730054,-0.21964059,0.15701885,-0.16940854,-0.26178307,-0.33648230,-0.38819971,-0.24952025,0.30119907,-0.22913821,-0.20308848,-0.34149320,-0.43066199,-0.36128933,-0.34581231,-0.42493344
-0.52724194,0.60418437,0.62941189,0.32042248,0.48793244,0.51235308,0.59309411,0.44012972,0.62036823,0.21321989,0.49955766,0.46827897,0.48214440,0.13171879,0.17410679,0.19813642,0.11352330,-0.59296800,-0.57629612,-0.41687618,-0.47193688,-0.47583812,-0.56742076,-0.47096754,-0.60680070,-0.34489004,-0.52733703,-0.52062999,-0.54129343,-0.18949955,-0.26283892,-0.09115016,0.00379143
-0.56708829,-0.49870866,-0.40713681,0.70910733,0.64060679,0.67279377,0.64555936,-0.50229814,-0.41075212,0.81051135,0.51147526,0.63990892,0.65070644,0.34859466,0.68255547,0.61058163,0.77260292,0.26365184,0.14157245,-0.54270607,-0.60129356,-0.55817710,-0.51762735,0.20888063,0.45705144,-0.67640535,-0.55578099,-0.68340319,-0.58707281,-0.48884281,-0.58458873,-0.67773735,-0.65871843
-0.19945022,0.76918160,0.76280031,0.67080369,0.41976780,0.42856605,0.77205287,0.55987568,0.65323448,0.50925096,0.24372363,0.33350279,0.68016957,-0.82325748,-0.72873336,-0.77269724,-0.72313483,-0.67457458,-0.69486314,-0.58615733,-0.43705720,-0.41295084,-0.61453424,-0.50943968,-0.64803656,-0.54620860,-0.29021423,-0.35268872,-0.59987884,0.79123391,1.00038839,1.26265074,1.32325432
0.13288572,-2.44669243,-2.31987372,0.44802037,0.34592808,0.29428110,-0.19027403,-2.57599682,-2.32740443,0.80914435,0.22963144,0.18763582,-0.25575625,-0.63513081,0.33738742,0.06571598,0.17995992,2.32559824,2.08478471,-0.27846137,-0.41879857,-0.34915550,0.09248251,2.93445246,2.02429188,-0.53055516,-0.42566277,-0.40732563,0.35566598,0.04198253,-0.16892905,-0.15798370,0.05602960
-0.20883919,0.77770912,0.67158037,-1.61867715,-0.35980022,-0.30687779,0.48763916,0.69559945,0.79175011,-1.67801142,-0.01321901,-0.37221793,0.56717338,0.99841959,0.58647677,0.67463943,0.83175515,-0.65524849,-0.49515959,1.06743210,0.23405007,-0.01396489,-0.51720654,-0.67783312,-0.64210015,1.57590700,0.04499219,0.22246994,-0.63636587,-0.75020701,-0.79156238,-0.68022617,-0.93005649
-0.70090193,0.67611300,0.69842806,0.91701930,0.70437166,0.60480496,0.41516409,0.61683166,0.70572764,0.79805648,0.55765330,0.73099202,0.35553317,0.47237889,0.58758834,0.58435490,0.42572916,-0.62744723,-0.67058820,-0.72698787,-0.63809610,-0.50404186,-0.41687998,-0.56110845,-0.82987385,-0.79408749,-0.53723033,-0.61951150,-0.43165812,-0.45928549,-0.61664361,-0.65016885,-0.46234996
-0.26602627,-0.70478106,-0.64134400,0.28562707,0.18998047,0.19789981,0.27279586,-0.75314271,-0.64446271,0.48944034,0.17243121,0.09745384,0.26087827,-0.09438809,0.30464430,0.16861087,0.30976350,0.50345542,0.43808147,-0.35283025,-0.25953769,-0.27918442,-0.28423931,0.49267780,0.98173038,-0.30975963,-0.27958289,-0.24525461,-0.25057329,-0.20530482,-0.29848904,-0.21288366,-0.25082371
