cirInfSeptTotal,cirAntSeptTotal,cirAntTotal,cirAntLatTotal,cirInfLatTotal,cirInfTotal,radInfSeptTotal,radAntSeptTotal,radAntTotal,radAntLatTotal,radInfLatTotal,radInfTotal
0,0,0,0,0,0,0,0,0,0,0,0
-0.000356510370047864,-0.026200985376687,0.00230076698443942,-0.00211069021739344,-0.00419428491740956,-0.00547753408212667,0.0317757010279605,0.0318923076923904,0.0579663223075011,0.0163906679269961,0.00778921533616468,-0.00299006852486217
-0.0088615106061828,-0.0730588435159286,0.00336407067534671,-0.00814483347349663,-0.0249754482926112,-0.016376473329359,0.0745805618184767,0.0672702248188545,0.166006470523878,0.0479335473595755,0.00613322873568571,0.0186192650671382
-0.0251726039245801,-0.106632189808327,-0.0129939833567358,-0.0334955705074435,-0.0547709822724571,-0.0325575442748542,0.113479218540139,0.104125584310543,0.303601793217039,0.099023380760888,0.0417524674848423,0.0586354721928607
-0.0503673522733964,-0.124387894373739,-0.0499406928559707,-0.0580081097817987,-0.0916224062340695,-0.0439256077020444,0.159260619379321,0.155663169066934,0.396876313136289,0.163190412767749,0.107231163873856,0.108480578557995
-0.078000317170644,-0.135007513603782,-0.0845923113412034,-0.0885709336130992,-0.128363633816733,-0.0497224801248474,0.200872663029929,0.226068037769248,0.484337163676152,0.255053779772933,0.188505088814608,0.169549929933548
-0.101318091519985,-0.146013129749007,-0.11025691709215,-0.113888430345374,-0.162021793694609,-0.0589334047325027,0.240428976939841,0.294952680271911,0.550652939784806,0.366140522842623,0.275817417648566,0.244548355406134
-0.120094513179411,-0.156274927222453,-0.129570385913261,-0.133992466602888,-0.19198988066679,-0.0665551898802006,0.281432059364344,0.361021304318372,0.604221633307528,0.484851501817125,0.374709315869674,0.320298400161397
-0.135610354123505,-0.163056688171502,-0.14599736675669,-0.151405183234452,-0.214564878479798,-0.071430434304963,0.318680665222528,0.420862679999542,0.645302784477376,0.605646733884382,0.471829313763569,0.394203633725726
-0.1477818396383,-0.171298948568054,-0.154682830274724,-0.164070873470423,-0.23189591054759,-0.0701064563968832,0.343389765707156,0.459611329343404,0.69788626934513,0.717951080460788,0.562262462270698,0.44101637868306
-0.154402383809355,-0.177650127816876,-0.154122024716753,-0.173105239291449,-0.243867112809853,-0.0682304618074873,0.357088074955815,0.484341470000404,0.762679118837907,0.804357845621542,0.621404930507239,0.470328450463564
-0.155651108698715,-0.17937569511978,-0.146123341779114,-0.177401864715527,-0.24895568881951,-0.0665670517044837,0.387807273112822,0.523750033134126,0.787770565098258,0.852995000409399,0.666814690072111,0.461700349922619
-0.161433342082555,-0.178560373760193,-0.141122453559286,-0.180220895371634,-0.246361595570637,-0.079284151397473,0.404066677585459,0.541348183967941,0.777661970619453,0.865855462764666,0.697021576516984,0.472279496356347
-0.170646588327191,-0.176529943464464,-0.142190254577791,-0.174729137135683,-0.236808985460921,-0.108225567362424,0.42173306854982,0.536486352813873,0.748871573646234,0.86687351392873,0.729820786593283,0.499581076123091
-0.166247458420579,-0.166396362251882,-0.126969993474318,-0.152231634927364,-0.216548144562448,-0.142859046535628,0.404157081105905,0.511862556679019,0.599705677919368,0.78438236513666,0.70432023884782,0.482571197924028
-0.147864682197536,-0.144194040219182,-0.0968316104217114,-0.109228039030445,-0.179178055364758,-0.145283810439036,0.34145148052682,0.40714954784585,0.466124324131936,0.492216149995853,0.53652355801149,0.396933471244464
