Basal-Inferoseptal_cir,Basal-Anteroseptal_cir,Basal-Anterior_cir,Basal-Anterolateral_cir,Basal-Inferolateral_cir,Basal-Inferior_cir,Mid-Inferoseptal_cir,Mid-Anteroseptal_cir,Mid-Anterior_cir,Mid-Anterolateral_cir,Mid-Inferolateral_cir,Mid-Inferior_cir,Apical-Septal_cir,Apical-Anterior_cir,Apical-Lateral_cir,Apical-Inferior_cir,Basal-Inferoseptal_rad,Basal-Anteroseptal_rad,Basal-Anterior_rad,Basal-Anterolateral_rad,Basal-Inferolateral_rad,Basal-Inferior_rad,Mid-Inferoseptal_rad,Mid-Anteroseptal_rad,Mid-Anterior_rad,Mid-Anterolateral_rad,Mid-Inferolateral_rad,Mid-Inferior_rad,Apical-Septal_rad,Apical-Anterior_rad,Apical-Lateral_rad,Apical-Inferior_rad
-0.14901510188559453,-0.1729334458142075,-0.1586970755395025,-0.2032827979089255,-0.2371409267284395,-0.132681214300213,-0.17182840070351,-0.17789119737244952,-0.11580978788877536,-0.133030778358246,-0.191620349733899,-0.0742570938184213,-0.1676125390202965,-0.102146911609531,-0.14487987425018,-0.110972727104025,0.2433600378439121,0.555998928282327,1.0530555570036242,0.863774494656167,0.719783976580701,0.476701441077081,0.5348163679885355,0.3916236008066215,0.629835173576223,0.4955011419725855,0.6255191081988241,0.447823339263946,0.4496213509178995,0.707373633489869,0.6910577753083871,0.504030081331039
