5.66421631,-3.72313407,-3.26195448,-3.05060721,-2.79746919,-2.24204149,-2.51402811,-3.92065872,-3.96079242,-2.43335061,-2.61020436,-2.41990591,-2.35238473,-4.35840602,-2.79930985,-2.67897531,-2.73775750,-1.91869819,2.21610738,1.74651704,2.45264769,2.07065378,1.04609848,1.70496641,2.53814936,1.33525339,2.67656488,3.82271760,2.64485749,1.73983733,0.75287817,1.37104283,4.63548681,3.45973305,1.74458841,-4.42976453,-3.58866424,-4.89845478,-3.18632628,-3.28799865,-3.53336302,-4.98867625,-4.77914677,-3.76937495,-2.84899752,-3.62853476,-6.23223144,-3.10161810,-2.33761067,-2.78109177,-3.47572701,-2.18710652
5.89023632,-3.73908339,-3.18679993,-3.50232055,-2.73736699,-2.25522686,-2.52761942,-3.93669584,-3.94335442,-2.90219392,-2.44997799,-2.43353749,-2.37324334,-4.35018385,-2.83559393,-2.65399865,-2.76958586,-1.92464843,2.21447203,1.60161710,1.83274779,1.88925027,1.05110896,1.68595566,2.56033232,1.34490233,2.02353423,3.46097540,2.65541364,1.74141541,0.74350306,1.01163706,4.57095360,3.44946715,1.73848924,-4.39733489,-3.45679854,-5.82375452,-3.27895880,-3.28869459,-3.43072838,-4.98746847,-5.03304102,-4.65400266,-2.91854825,-3.59761231,-6.10328987,-3.16613543,-2.20694398,-2.79442495,-3.41507293,-2.19068625
4.99109565,-3.66538102,-3.09095420,-1.71373943,-2.68525975,-2.19173739,-2.48939201,-3.86216187,-3.84026412,-1.01549899,-2.68063353,-2.36063821,-2.28567449,-4.36548534,-2.46356450,-2.67082614,-2.65365014,-1.90176705,2.14701168,1.38651334,1.46727575,2.03013363,1.02680182,1.73561986,2.45443419,1.03553310,1.49250887,3.83763887,2.57102850,1.71218618,0.76436382,1.67327653,4.66968071,3.45393349,1.74505459,-4.42551147,-3.07396900,-3.16025797,-2.98713917,-3.27520104,-3.71355416,-4.96447037,-4.09746377,-2.30715603,-2.50407593,-3.65159233,-6.47114573,-2.96223465,-2.45201518,-2.71621479,-3.58316139,-2.17333413
5.68297399,-3.72497130,-3.27949768,-3.07716684,-2.81041045,-2.24345106,-2.51376161,-3.92256675,-3.96962593,-2.46607504,-2.62336349,-2.42217203,-2.35400120,-4.35891395,-2.81175424,-2.68356142,-2.73918429,-1.91883342,2.22078265,1.78419561,2.55217315,2.09517785,1.04650281,1.70519586,2.54080466,1.34964065,2.79120507,3.86421739,2.64863593,1.74113692,0.75291440,1.39711449,4.64492546,3.46142626,1.74551300,-4.43314766,-3.63386829,-4.89969930,-3.18541990,-3.28776667,-3.53401320,-4.98872657,-4.78644046,-3.74959351,-2.86058318,-3.63026120,-6.23188232,-3.10144069,-2.34416976,-2.78385903,-3.47587275,-2.18743443
5.71967699,-3.72752745,-3.27243761,-3.15075497,-2.80502863,-2.24600591,-2.51598242,-3.92517520,-3.96848084,-2.54182200,-2.60285254,-2.42468219,-2.35754498,-4.35745365,-2.82246221,-2.67975142,-2.74430610,-1.91983414,2.22090304,1.77175750,2.51832948,2.07366655,1.04752552,1.70234043,2.54418501,1.35656721,2.75486023,3.81696968,2.65070660,1.74160106,0.75141076,1.34596894,4.63374603,3.46007969,1.74456510,-4.42947455,-3.62410777,-5.04530800,-3.20249618,-3.28780533,-3.51789816,-4.98933046,-4.82909469,-3.88136558,-2.87441241,-3.62588756,-6.21227343,-3.11190775,-2.32769074,-2.78595544,-3.46680815,-2.18803561
5.12090089,-3.67664406,-3.11051455,-2.00053679,-2.69552566,-2.20180996,-2.49593598,-3.87341684,-3.85868362,-1.30809567,-2.64798281,-2.37120181,-2.29944552,-4.36348535,-2.53385361,-2.66454670,-2.67212522,-1.90601336,2.15597095,1.42444822,1.61587123,2.00422585,1.03131283,1.72844728,2.47099302,1.09406427,1.68980210,3.78150476,2.58297221,1.71703644,0.76220799,1.56673494,4.64079958,3.45285357,1.74314326,-4.42232167,-3.13613073,-3.56161529,-3.03677280,-3.28119388,-3.67110707,-4.97237125,-4.25792494,-2.70198103,-2.57307496,-3.64507022,-6.41615937,-2.99792320,-2.41759354,-2.72770313,-3.55794958,-2.17639466
5.37199365,-3.69925002,-3.20128682,-2.49701541,-2.75590783,-2.22072172,-2.50339787,-3.89626490,-3.91669032,-1.83906885,-2.64924930,-2.39466484,-2.32431421,-4.36291393,-2.66712436,-2.67643531,-2.70212437,-1.91196360,2.18848716,1.61002159,2.08043331,2.05938783,1.03820223,1.71960052,2.50394411,1.21626124,2.22898023,3.85393211,2.61382947,1.72911569,0.75913731,1.51425238,4.64992172,3.45787986,1.74466611,-4.43068281,-3.39429173,-4.11734951,-3.09779062,-3.28614280,-3.61500633,-4.98173153,-4.49764728,-3.14244178,-2.70860877,-3.64146388,-6.33865478,-3.04348745,-2.39114038,-2.75464902,-3.52346915,-2.18164128
5.36252622,-3.69770568,-3.17112109,-2.49325446,-2.73357172,-2.21992883,-2.50511529,-3.89469501,-3.90229497,-1.82805732,-2.61882266,-2.39239873,-2.32375466,-4.36123140,-2.65590994,-2.66652225,-2.70292922,-1.91236930,2.18061143,1.54789849,1.94479474,2.01088925,1.03847971,1.71759492,2.50187671,1.20061617,2.08551378,3.76547157,2.60953870,1.72696904,0.75815903,1.44599511,4.62588991,3.45490675,1.74270039,-4.42323994,-3.31758780,-4.19547135,-3.10957362,-3.28699340,-3.60525371,-4.98218444,-4.51057281,-3.25072617,-2.69845753,-3.63662985,-6.32864668,-3.05008111,-2.37327908,-2.75132271,-3.51842679,-2.18153198
5.87350874,-3.73913664,-3.28551860,-3.42856600,-2.81504566,-2.25672453,-2.52193417,-3.93715473,-3.98261446,-2.83993996,-2.56674214,-2.43716327,-2.37168905,-4.35386637,-2.87842579,-2.67830503,-2.76278118,-1.92305268,2.23239056,1.81036690,2.59859109,2.06002571,1.05152121,1.69324722,2.56060667,1.40493254,2.85683649,3.75870140,2.66523331,1.74573191,0.74688172,1.24713010,4.62168491,3.45951973,1.74424655,-4.42478651,-3.68720612,-5.49638950,-3.25147722,-3.28633612,-3.46950663,-4.99018597,-4.97095234,-4.23662771,-2.93943922,-3.61560565,-6.15082835,-3.14248104,-2.29015218,-2.79828235,-3.43920632,-2.19052229
5.55652506,-3.71493308,-3.25709496,-2.84302277,-2.79457607,-2.23431821,-2.50911274,-3.91225372,-3.95264596,-2.21401942,-2.64297863,-2.41139925,-2.34203314,-4.36123140,-2.75727385,-2.68317336,-2.72381887,-1.91602058,2.20951585,1.73094916,2.40249573,2.09329365,1.04304622,1.71176507,2.52641121,1.30034489,2.60948089,3.88603437,2.63556083,1.73697126,0.75599415,1.46355582,4.65235203,3.46077297,1.74570724,-4.43440425,-3.55795309,-4.55276139,-3.14601029,-3.28768934,-3.57056228,-4.98636134,-4.66655620,-3.47484139,-2.80184573,-3.63662985,-6.27895530,-3.07636704,-2.36859014,-2.77287383,-3.49697489,-2.18516636
5.84549021,-3.73831122,-3.33652834,-3.35028499,-2.85243844,-2.25505067,-2.51758139,-3.93633355,-4.00322597,-2.77126520,-2.63229070,-2.43723300,-2.36870481,-4.35742190,-2.88808467,-2.69396836,-2.75648868,-1.92167331,2.24175114,1.91472831,2.91475561,2.15048703,1.05026859,1.69918755,2.55926432,1.42588453,3.22183970,3.93243020,2.66885165,1.74813383,0.74973502,1.39241501,4.65981252,3.46527930,1.74760303,-4.43851232,-3.79841697,-5.23662448,-3.22051511,-3.28652944,-3.50006481,-4.98978338,-4.91195654,-3.96535855,-2.93962311,-3.62742217,-6.18568214,-3.12411933,-2.33500872,-2.79993153,-3.45590732,-2.19019438
5.66202503,-3.72220214,-3.22726542,-3.06448611,-2.77112004,-2.24154227,-2.51616008,-3.91966847,-3.94525199,-2.43998855,-2.57196255,-2.41802329,-2.35247799,-4.35669175,-2.78643135,-2.66867420,-2.73955013,-1.91923912,2.20811126,1.67373655,2.25262039,2.01237110,1.04631254,1.70248490,2.53690500,1.31476661,2.45393359,3.71690570,2.64048134,1.73780672,0.75169156,1.28795874,4.61148891,3.45622665,1.74240514,-4.42077510,-3.50422089,-5.00751988,-3.19966826,-3.28877192,-3.52008089,-4.98872657,-4.79945831,-3.90744314,-2.84006002,-3.62239631,-6.21756841,-3.11007454,-2.31310897,-2.77843631,-3.46838207,-2.18705187
5.59816439,-3.71658393,-3.18927554,-2.95977862,-2.74237551,-2.23652067,-2.51559748,-3.91387192,-3.92483677,-2.32221164,-2.55135893,-2.41115521,-2.34666493,-4.35656476,-2.75036432,-2.66013698,-2.73355030,-1.91837363,2.19648328,1.59075736,2.03298620,1.96497164,1.04486172,1.70378514,2.52878236,1.27480965,2.20863408,3.64467563,2.63052291,1.73416322,0.75239809,1.25385506,4.59576537,3.45286690,1.74070359,-4.41386386,-3.39858045,-4.92193093,-3.19064067,-3.28981583,-3.52779010,-4.98761944,-4.75708105,-3.88717051,-2.80419965,-3.62090006,-6.22903118,-3.10478187,-2.30579099,-2.77100103,-3.47287065,-2.18598615
