4.94168998,-3.66080124,-3.07750645,-1.60470518,-2.67704703,-2.18786107,-2.48728965,-3.85764539,-3.83015466,-0.90423594,-2.68671886,-2.35631515,-2.28042098,-4.36577105,-2.43473258,-2.67128475,-2.64695521,-1.90025245,2.14192507,1.36024761,1.38867663,2.03064393,1.02508938,1.73783793,2.44757550,1.01111783,1.39550407,3.84053525,2.56573442,1.70991189,0.76480766,1.69923844,4.67545693,3.45361351,1.74544307,-4.42517316,-3.03497619,-3.02947035,-2.97147684,-3.27284256,-3.72716138,-4.96135028,-4.03948356,-2.18042979,-2.47604967,-3.65289675,-6.48941633,-2.95011178,-2.46139304,-2.71121135,-3.59149732,-2.17210445
5.27086700,-3.69184784,-3.21656835,-2.27338869,-2.76825803,-2.21282224,-2.49638014,-3.88872939,-3.91724650,-1.61548814,-2.70571620,-2.38765731,-2.31352741,-4.36729485,-2.62338811,-2.69111086,-2.68631994,-1.90836641,2.18819621,1.63791965,2.07442985,2.12300909,1.03465843,1.72800537,2.49294082,1.18061185,2.19138742,3.98767656,2.60835393,1.72750280,0.76291452,1.66745955,4.69695670,3.46150625,1.74810806,-4.43967225,-3.41543954,-3.69274232,-3.04144974,-3.28316571,-3.66167955,-4.97574296,-4.35625126,-2.72752276,-2.66226614,-3.65297348,-6.39492125,-3.00889292,-2.43564457,-2.74894677,-3.54946792,-2.17950984
4.88759595,-3.65534280,-3.04786029,-1.49157715,-2.65797734,-2.18374982,-2.48622367,-3.85218697,-3.81193147,-0.78493913,-2.67763720,-2.35084161,-2.27498095,-4.36485042,-2.40188518,-2.66567559,-2.64069929,-1.89895421,2.13245413,1.30349367,1.26747276,2.00725824,1.02371784,1.73888322,2.43951164,0.98201592,1.26233856,3.79929551,2.55783599,1.70646565,0.76459027,1.69187492,4.66638001,3.45140034,1.74451071,-4.42116174,-2.95437790,-2.94478651,-2.96400823,-3.27094805,-3.73524212,-4.95873343,-3.98958179,-2.11438747,-2.44327881,-3.65166906,-6.50233377,-2.94174404,-2.46236877,-2.70408355,-3.59721005,-2.17084744
4.86565199,-3.65318604,-3.03814124,-1.44381642,-2.65188001,-2.18204658,-2.48560185,-3.85003742,-3.80558443,-0.73568189,-2.67658694,-2.34871494,-2.27268060,-4.36462820,-2.38853640,-2.66444087,-2.63795546,-1.89833214,2.12957473,1.28503886,1.22448536,2.00186078,1.02306774,1.73936763,2.43649382,0.97062673,1.21309453,3.78996971,2.55491143,1.70532851,0.76469897,1.69499793,4.66500095,3.45116036,1.74451071,-4.42014680,-2.92756110,-2.90088893,-2.95944005,-3.26994280,-3.73974690,-4.95742501,-3.96654666,-2.07464598,-2.43011162,-3.65159233,-6.50879248,-2.93742711,-2.46437444,-2.70142809,-3.60009557,-2.17027359
4.95455060,-3.66199944,-3.08031825,-1.63362788,-2.67869580,-2.18885952,-2.48791148,-3.85880470,-3.83247755,-0.93345529,-2.68437122,-2.35739592,-2.28181984,-4.36564407,-2.44229328,-2.67082614,-2.64874784,-1.90065815,2.14318920,1.36595403,1.40759742,2.02930929,1.02563641,1.73731103,2.44958412,1.01740687,1.41975783,3.83799756,2.56687649,1.71042245,0.76477143,1.69096695,4.67312836,3.45365351,1.74531876,-4.42512482,-3.04345503,-3.06629680,-2.97604502,-3.27349984,-3.72330678,-4.96225612,-4.05540965,-2.21722416,-2.48329531,-3.65243636,-6.48429591,-2.95351209,-2.45846585,-2.71244125,-3.58916559,-2.17243236
4.83679205,-3.65004411,-3.01586077,-1.38560490,-2.63747664,-2.17990286,-2.48554262,-3.84692178,-3.79266133,-0.67336590,-2.66503408,-2.34547265,-2.26988287,-4.36367582,-2.37066567,-2.65879642,-2.63506530,-1.89781826,2.12275244,1.24228792,1.14655916,1.97926017,1.02232252,1.73941862,2.43177113,0.95401676,1.13327501,3.74872101,2.55017237,1.70317026,0.76447251,1.67593060,4.65254420,3.44936049,1.74348512,-4.41623205,-2.86692753,-2.88058065,-2.95947630,-3.26936285,-3.74123301,-4.95621723,-3.94521954,-2.07143094,-2.41150101,-3.64990425,-6.51280736,-2.93509124,-2.46098649,-2.69692779,-3.60178607,-2.16961777
4.75792326,-3.64322770,-3.01864201,-1.18837139,-2.64068084,-2.17329549,-2.47985737,-3.84030405,-3.78706678,-0.48443275,-2.70204029,-2.33982479,-2.26071255,-4.36586629,-2.32088810,-2.67100253,-2.62185836,-1.89435630,2.12116726,1.24706350,1.06792046,2.02238092,1.01889763,1.74493403,2.42178684,0.91612743,1.00829297,3.82982852,2.54487829,1.70077994,0.76589463,1.77804210,4.69503506,3.45169365,1.74646866,-4.42188669,-2.86870217,-2.57216626,-2.91814516,-3.26232609,-3.77439189,-4.94851765,-3.82099601,-1.72300077,-2.36659279,-3.65558232,-6.55435261,-2.90516845,-2.49218279,-2.69133736,-3.62111027,-2.16740434
4.73727037,-3.64080468,-2.99831758,-1.14796615,-2.62792624,-2.17182719,-2.48018309,-3.83788882,-3.77558322,-0.43951809,-2.68962251,-2.33734949,-2.25878522,-4.36469169,-2.30804578,-2.66511114,-2.62013889,-1.89405879,2.11528806,1.20960078,1.00913935,2.00032005,1.01846160,1.74451761,2.41811254,0.90451424,0.95111097,3.78833770,2.54064089,1.69892338,0.76555043,1.75585176,4.68049841,3.45002711,1.74545084,-4.41840691,-2.81477279,-2.57505128,-2.92137189,-3.26193946,-3.77355595,-4.94796408,-3.80987082,-1.74023697,-2.35305780,-3.65358732,-6.55534178,-2.90481363,-2.48757517,-2.68756382,-3.62140173,-2.16691247
4.72890067,-3.64048516,-3.01289616,-1.11834451,-2.63710333,-2.17088747,-2.47834723,-3.83769560,-3.78170124,-0.41659548,-2.70834185,-2.33741921,-2.25744853,-4.36615200,-2.30182359,-2.67276642,-2.61750482,-1.89322035,2.11893999,1.23590698,1.02171363,2.02647317,1.01772430,1.74650622,2.41786759,0.90082696,0.94833882,3.83861629,2.54202845,1.69957317,0.76627507,1.79810721,4.70347897,3.45162699,1.74705916,-4.42212835,-2.85159660,-2.48550249,-2.90726854,-3.26012227,-3.78349433,-4.94595112,-3.78101920,-1.62811238,-2.34879133,-3.65646472,-6.56645543,-2.89638676,-2.49933815,-2.68857010,-3.62667727,-2.16661189
4.75385835,-3.64224252,-2.99706450,-1.19030179,-2.62686854,-2.17326613,-2.48145635,-3.83926550,-3.77649929,-0.47956286,-2.68115866,-2.33849998,-2.26074363,-4.36415201,-2.31889845,-2.66218309,-2.62299247,-1.89484314,2.11552885,1.20717252,1.02543445,1.99036911,1.01918304,1.74354880,2.42017015,0.91233677,0.97817780,3.76956954,2.54159083,1.69935271,0.76507941,1.73305278,4.67085630,3.44982713,1.74468942,-4.41705366,-2.81265308,-2.64248157,-2.93050825,-3.26364065,-3.76631116,-4.94977575,-3.83706059,-1.81815708,-2.36269412,-3.65235963,-6.54632286,-2.91146643,-2.48063663,-2.68868190,-3.61717548,-2.16740434
