4.79718201,0.87749495,6.09789408,-1.08251284,2.87382938,0.32060240,0.01632954,-0.03078879,-0.23085235,-0.09298274,0.06231861,-0.16819304,-0.18802277,0.19311676,0.18483233,0.05257869,0.14235823,-0.01287519,-0.06700098,0.20870314
3.38090271,-4.58496158,-14.52376543,1.31846269,2.36408070,-1.22975263,-0.85592291,-1.66171700,-3.06763212,-0.59109825,-0.27705564,0.12296208,-0.52938178,-0.41906722,-0.03697388,-0.02175423,-0.13094837,-0.87517060,0.21523592,0.14128766
-4.57832513,1.05978999,-0.16908071,-1.94328961,-0.39200896,0.05664906,0.26410954,0.29143050,-0.26546877,-0.00761392,-0.04607945,0.04368615,0.10336886,0.08759532,0.11445008,-0.02326476,-0.07136851,0.03086781,0.00931130,0.03017446
-3.40116211,-3.77970266,3.76742493,0.02750084,-0.67539685,0.05469143,1.17402747,-0.41469363,-0.18433177,-0.09456484,-0.02633036,0.04039805,-0.05959728,0.37838951,-0.17446764,-0.09837746,0.17172481,0.08906148,0.06133786,-0.21187485
-2.89332017,2.25657585,-0.87191738,-0.88524835,0.84608766,-0.03830114,-0.06210073,0.10939762,-0.01104456,-0.03239267,0.12817828,0.00744594,0.09102442,-0.10526154,0.08084092,0.09933461,-0.07963525,-0.04401423,0.01807143,-0.02690128
2.88352202,3.34969201,-0.28402884,-0.29230301,-4.38693467,0.00110451,-0.10747606,0.05918310,-0.00404866,-0.26189228,0.27603291,0.13368312,0.00759050,-0.25256201,-0.09977396,-0.16860979,-0.02409066,-0.17606065,-0.02627190,-0.07355349
0.92827815,-5.45151765,-0.91489448,0.82663227,4.42883759,0.01343412,-0.54888474,0.33633281,0.15567294,0.28988381,0.09406329,-0.12639326,-0.26917003,0.08782248,-0.24214683,0.14193329,0.01376811,-0.23365548,-0.00577742,-0.05835711
-4.57156873,1.90813047,0.72939212,1.64916250,-0.38795812,-0.41281002,0.16363615,0.07650486,-0.15197902,-0.08352468,-0.05309602,0.13821317,-0.07545817,-0.01183513,-0.15099833,-0.03446726,0.10542651,0.09432638,-0.00235740,0.05815207
-0.24109584,-1.13687937,0.27638123,-1.75808997,-1.33032277,0.01705145,-0.37816025,-0.12355389,0.18450498,-0.19096522,0.08412745,-0.15503533,0.27692429,-0.02809095,-0.00708331,-0.02125918,-0.09966615,-0.13251672,-0.04563537,-0.05556051
-1.13677366,2.03794585,0.65848240,-0.55025933,0.25023859,0.55618137,-0.22153822,0.13828599,-0.24994583,-0.03155174,0.01530400,-0.20388810,0.08188778,-0.10599542,-0.00549613,0.00805643,-0.07326784,-0.00209122,0.05347889,-0.01252531
-1.47244569,-0.24072414,-3.59666586,0.29363479,1.91775438,-0.25151081,0.16383054,-0.08718973,0.38675833,0.05085824,-0.14679864,0.07830681,-0.12634340,-0.02638214,0.01954109,0.02598718,-0.06003044,-0.12109737,-0.01526125,0.01627580
3.50697556,4.93588545,2.42327263,0.05786470,1.25012890,0.96783916,0.05429564,-0.38797594,-0.15771734,-0.15784434,0.00396581,0.00716301,-0.05898945,0.16819543,0.03609769,0.04371993,-0.03554239,0.08775034,0.05130597,0.06243894
6.38280382,-4.25435448,-11.22352690,1.80040863,2.29551744,-0.78247450,-0.78989644,-0.74957556,-1.33132529,-0.32559626,0.38975063,-0.27308134,-0.11557579,-0.11845967,-0.17708317,-0.08424485,0.25014849,0.03705437,0.28483060,0.12176541
-1.22643929,-3.68738228,2.23259332,-5.86411179,-3.26535475,-0.10703520,-0.35876629,0.23705519,-0.10595598,-0.00264649,-0.54329141,-0.03329427,0.14048077,0.28410492,-0.05774268,0.17374612,0.04170904,0.04349262,-0.04876528,0.02668552
-3.25987007,1.54426374,0.60666549,1.27830533,0.60587578,0.33775019,0.21593186,-0.39864472,-0.03348743,0.06920919,0.13299872,-0.17963605,-0.08647407,-0.10046937,-0.15480019,0.04183387,0.04395073,-0.00464593,0.04252966,0.04200371
1.92579740,-1.74330087,-3.52011722,0.27319889,1.20523541,0.24651372,0.36397990,0.55683908,0.00784836,-0.23482877,-0.25272380,-0.13434189,0.08430933,0.00511828,-0.04104027,0.06737342,0.08459637,0.07557639,-0.12024867,-0.06201820
-5.20009355,-0.51779795,0.79705282,-1.01762371,-0.86588834,-0.10246166,0.00559302,-0.25546007,-0.16997426,0.13324976,0.28777927,-0.01076465,-0.00954524,0.23735555,-0.10238959,-0.10869712,-0.06710731,-0.03787970,0.08447070,-0.00920782
-3.97678896,-0.03209646,-0.33001034,-1.31662176,-0.04105511,0.00689569,0.47553666,-0.25765948,0.06604474,-0.03442301,0.12024116,-0.01279434,0.04299606,0.10532495,0.06258564,-0.02892118,-0.04516712,-0.04639665,-0.02506803,-0.05220327
4.56221658,3.63437998,2.65809063,1.45016125,1.50357113,0.14203124,-0.59866041,0.01771025,0.18465108,-0.05744448,-0.39566577,0.16708513,-0.06214272,0.08637288,0.01567893,-0.09927493,0.00809338,0.09642083,0.01579667,-0.00899559
-1.20935236,-2.98304917,0.66508310,1.29885264,-0.43562048,0.19406787,-0.36733494,0.31891406,-0.12301903,0.07512053,-0.03617959,-0.18243225,0.00876326,0.13286185,-0.14375026,-0.10721806,-0.08986727,0.00688258,0.01563371,-0.00034218
3.29912857,7.35019013,1.44113142,0.68125058,0.27124242,0.61582754,0.07389576,-0.44519309,0.03021272,-0.07813416,-0.09787580,0.40115012,0.08950336,0.02268220,0.11309996,-0.14678743,0.00615427,0.17625202,0.02322000,0.00482932
8.67793483,2.23454199,-1.47922028,-3.79144998,-1.51040425,-0.56814604,0.27727101,0.21223623,0.33592756,-0.29921629,0.18437123,-0.03504393,-0.18412938,0.02292367,-0.08418404,-0.00046230,0.03327312,-0.00072143,0.07458679,0.04018510
-5.75806897,1.90281985,0.42232486,0.34789205,1.63923092,-0.20339772,-0.26707201,-0.09437429,-0.03644483,0.17419727,-0.00052416,0.11817281,0.04593289,0.03202159,0.03125937,0.14817748,0.01900928,0.04734924,-0.03715110,-0.03538886
-0.61687526,2.44857614,-1.62406238,2.72086164,-0.40773760,-0.34312937,-0.02718247,0.18584057,0.24246496,-0.07125429,-0.12194620,0.20466854,-0.02712579,-0.27775019,-0.13151716,-0.03981376,0.07679639,-0.00116090,-0.11784611,-0.02255264
3.61878161,-0.84910361,3.91271831,-4.23686758,0.53392326,0.58337535,0.02175639,-0.85208035,0.35370635,0.14713780,0.31368449,-0.22842311,-0.23867483,-0.06052446,0.42452202,-0.34909893,-0.00466279,0.05115524,-0.11674705,0.01856750
2.00015436,-4.94840343,-0.82808850,1.12635025,-2.54211139,0.55260308,0.35865445,0.42004788,-0.14834963,-0.04749178,-0.01320111,-0.25547699,0.04350383,0.11672829,-0.09376405,0.01162388,-0.06709531,0.06314955,0.10929269,-0.00899854
-5.64591338,2.29771516,0.12699763,-0.42516020,1.02988699,-0.17586524,0.00969185,-0.06036691,-0.15133176,0.09337951,0.15166137,0.09082961,-0.00486115,0.00445937,0.05227843,0.10015215,-0.02557014,0.03953547,0.02279264,0.00879610
1.26737893,-0.70500501,-10.32086505,-1.55325300,2.90952696,0.02429512,0.14061185,0.42721158,-0.29235256,0.12975705,0.59087397,0.04654387,0.28242055,-0.12429493,0.17745963,0.03672237,0.63123595,0.27206430,0.07259408,0.04379942
2.55075991,-8.99539892,9.29470200,0.31580714,2.29540008,-0.67372385,0.07788741,0.16999671,-0.20554598,-0.04757223,0.30572066,0.63403094,0.41598975,-0.44410576,0.07582933,0.06040992,-0.07367042,0.02575240,0.04655624,0.25506346
-1.67887787,-0.25412457,0.61637841,-2.50039132,-0.87150413,-0.20873487,0.00517824,0.13509707,-0.04080361,-0.23947283,0.06150406,-0.11617453,0.01817868,0.05713752,-0.00864805,0.01911739,-0.08258871,-0.06973116,0.03077962,-0.01596425
-1.63571082,1.33245904,0.26948403,3.56007483,-1.20383441,0.38778649,-0.18046050,-0.26025706,0.09783430,0.18680138,-0.34276557,0.01049726,0.03473178,-0.21600474,-0.01599737,-0.14227392,0.10734151,0.05922505,-0.08328632,0.08365630
-0.85811077,-4.41729027,0.80986568,0.83323986,0.91968743,-0.10334147,-0.01343238,0.45141900,-0.00291073,-0.02536966,-0.46498128,0.03685612,0.00368240,0.23882586,-0.08877096,-0.03768455,-0.05114315,-0.00328644,-0.02054478,-0.04274032
