4.79718201,0.87749495,6.09789408,-1.08251284,2.87382938,0.32060240,0.01632954,-0.03078879
3.38090271,-4.58496158,-14.52376543,1.31846269,2.36408070,-1.22975263,-0.85592291,-1.66171700
-4.57832513,1.05978999,-0.16908071,-1.94328961,-0.39200896,0.05664906,0.26410954,0.29143050
-3.40116211,-3.77970266,3.76742493,0.02750084,-0.67539685,0.05469143,1.17402747,-0.41469363
-2.89332017,2.25657585,-0.87191738,-0.88524835,0.84608766,-0.03830114,-0.06210073,0.10939762
2.88352202,3.34969201,-0.28402884,-0.29230301,-4.38693467,0.00110451,-0.10747606,0.05918310
0.92827815,-5.45151765,-0.91489448,0.82663227,4.42883759,0.01343412,-0.54888474,0.33633281
-4.57156873,1.90813047,0.72939212,1.64916250,-0.38795812,-0.41281002,0.16363615,0.07650486
-0.24109584,-1.13687937,0.27638123,-1.75808997,-1.33032277,0.01705145,-0.37816025,-0.12355389
-1.13677366,2.03794585,0.65848240,-0.55025933,0.25023859,0.55618137,-0.22153822,0.13828599
-1.47244569,-0.24072414,-3.59666586,0.29363479,1.91775438,-0.25151081,0.16383054,-0.08718973
3.50697556,4.93588545,2.42327263,0.05786470,1.25012890,0.96783916,0.05429564,-0.38797594
6.38280382,-4.25435448,-11.22352690,1.80040863,2.29551744,-0.78247450,-0.78989644,-0.74957556
-1.22643929,-3.68738228,2.23259332,-5.86411179,-3.26535475,-0.10703520,-0.35876629,0.23705519
-3.25987007,1.54426374,0.60666549,1.27830533,0.60587578,0.33775019,0.21593186,-0.39864472
1.92579740,-1.74330087,-3.52011722,0.27319889,1.20523541,0.24651372,0.36397990,0.55683908
-5.20009355,-0.51779795,0.79705282,-1.01762371,-0.86588834,-0.10246166,0.00559302,-0.25546007
-3.97678896,-0.03209646,-0.33001034,-1.31662176,-0.04105511,0.00689569,0.47553666,-0.25765948
4.56221658,3.63437998,2.65809063,1.45016125,1.50357113,0.14203124,-0.59866041,0.01771025
-1.20935236,-2.98304917,0.66508310,1.29885264,-0.43562048,0.19406787,-0.36733494,0.31891406
3.29912857,7.35019013,1.44113142,0.68125058,0.27124242,0.61582754,0.07389576,-0.44519309
8.67793483,2.23454199,-1.47922028,-3.79144998,-1.51040425,-0.56814604,0.27727101,0.21223623
-5.75806897,1.90281985,0.42232486,0.34789205,1.63923092,-0.20339772,-0.26707201,-0.09437429
-0.61687526,2.44857614,-1.62406238,2.72086164,-0.40773760,-0.34312937,-0.02718247,0.18584057
3.61878161,-0.84910361,3.91271831,-4.23686758,0.53392326,0.58337535,0.02175639,-0.85208035
2.00015436,-4.94840343,-0.82808850,1.12635025,-2.54211139,0.55260308,0.35865445,0.42004788
-5.64591338,2.29771516,0.12699763,-0.42516020,1.02988699,-0.17586524,0.00969185,-0.06036691
1.26737893,-0.70500501,-10.32086505,-1.55325300,2.90952696,0.02429512,0.14061185,0.42721158
2.55075991,-8.99539892,9.29470200,0.31580714,2.29540008,-0.67372385,0.07788741,0.16999671
-1.67887787,-0.25412457,0.61637841,-2.50039132,-0.87150413,-0.20873487,0.00517824,0.13509707
-1.63571082,1.33245904,0.26948403,3.56007483,-1.20383441,0.38778649,-0.18046050,-0.26025706
-0.85811077,-4.41729027,0.80986568,0.83323986,0.91968743,-0.10334147,-0.01343238,0.45141900
-4.46703128,2.52691938,0.03390601,-1.66017809,0.26441405,0.14615653,0.08756299,-0.26726047
5.15567913,-2.36936940,-0.56039323,2.62181718,-3.59019216,0.44071566,0.91348651,-0.27187823
-2.67822958,3.04630058,1.14021474,0.42356183,1.13440819,-0.72841162,-0.31763313,0.06512666
1.30238056,1.95610916,-0.05117231,-0.65656302,1.62801389,0.80190581,-0.20892612,-0.01004481
-2.01840451,0.13884483,-0.94267090,2.32117704,-1.14483401,-0.14501355,0.00479336,-0.16628479
1.48386090,-3.16349981,-4.80528833,-8.63842772,-3.29041068,-0.30910018,-0.09634093,-0.55803782
-1.40283810,0.46039762,2.50581586,4.30134663,-2.14910197,0.22943014,-0.62807671,-0.02302876
6.97789303,8.99813627,-0.01400576,1.11081441,0.91841774,-0.21340226,0.15826376,0.08965937
5.15538027,-11.29123140,7.33041010,1.41673187,-0.20701606,0.07390550,0.08967251,0.02701412
-1.34224198,-3.06378231,-3.43179980,-1.34224737,1.76936526,0.04550055,0.39792136,0.17707991
-2.00509850,3.30521336,2.07496920,0.28676028,0.53999609,-0.15632833,-0.25170833,-0.12681688
-3.84462116,-0.07863103,-3.02619201,0.95546613,-0.20739482,0.20981476,0.31395331,0.59055783
0.92114958,0.51833511,3.79488166,-0.68031089,0.30854461,-0.53060222,0.03784168,-0.20040336
4.91711025,-2.35498940,-2.16650648,-2.32139463,0.52671040,0.31625285,-0.23233334,0.17205826
-6.30010421,2.20070086,-0.46200031,1.01380939,1.13690919,-0.00543846,-0.10943478,-0.30445879
-2.15009226,-0.17001261,2.64959439,2.44881608,-0.62633149,-0.04303687,-0.05230649,-0.13259494
-0.32738538,2.28666097,-1.66890165,-0.50533533,0.09039536,0.58207063,-0.22468817,-0.17681660
-1.98537995,1.55163188,-1.45089302,-2.90709924,-2.73996237,0.57693164,0.51364088,0.53964761
0.94808182,-3.96408335,-0.46795870,0.24832389,2.70667593,-0.31208636,-0.15166751,0.25564546
2.86093131,-9.25845427,4.32356224,0.96674667,0.28799089,0.21973637,1.20461245,-0.22779795
-2.93590802,0.04902083,-3.33590104,1.27470387,-0.26632746,-0.19393010,-0.07195590,0.25001376
-1.69190468,3.59096757,1.77079979,-3.75585445,-1.75679404,-1.00054001,-0.05870785,0.02175660
1.61619496,-0.22668678,1.08300452,0.93421279,2.64784417,0.43093198,-0.23936300,-0.05806582
0.18433099,2.91892806,-0.35002290,-0.27142666,2.03096550,0.10043167,0.34312383,0.43488038
-2.07465401,-2.63295996,-1.69230060,-1.45069557,-3.01571223,-0.26559315,-0.08864006,-0.09389008
-3.69353212,-2.09668934,3.94263256,-0.95705466,0.95499388,-0.00125338,-0.78860662,0.13169983
1.66210126,2.09149644,-1.96607241,2.22684711,0.39360703,0.42804574,0.13791999,-0.29370471
-4.46213846,1.65545909,0.97490285,1.32202836,-0.81177905,0.00308189,0.19923702,-0.10204184
13.06769446,9.28500564,3.64552824,-1.14962580,2.66553769,-0.68311563,0.11064493,-0.12739217
2.98589181,0.37310914,-0.24707985,0.82083365,-4.95737712,0.21871509,0.00422517,0.57057448
-2.31545721,-2.28473068,-3.93235870,0.23141910,2.90238673,-0.10281629,0.29026411,-0.20450348
-0.23051041,-1.70390744,-2.92468052,5.98210152,-4.56666401,-0.10817267,0.54584031,0.43847855
2.22808704,-1.18191462,1.16849655,-1.88929152,1.21670970,0.69030962,-0.45201992,0.16201294
-0.91331822,0.11513972,-1.59462421,0.64008165,-0.66157214,0.21464838,-0.05907373,0.19531600
-5.25896373,1.30034259,2.65382335,-0.35641007,1.97167803,-0.56882219,0.07708561,-0.45622226
-2.54990471,1.20767595,-0.95765627,-0.69660227,1.19114146,0.54110571,0.23826572,0.11287464
-3.71264561,-0.46887009,1.94712729,1.94644309,-1.13328193,-0.29195417,-0.44339587,-0.10525759
2.49181946,-1.59287626,-2.26355071,-6.30241730,-2.42409940,-0.43269811,-0.55861478,0.20183380
1.28396574,3.17306058,0.45807097,2.61188918,0.42712108,0.80112903,0.16462751,-0.50844270
-5.75585032,2.40108279,0.32501251,-1.51776417,-0.74857602,-0.29577095,-0.27719018,-0.19911143
0.68718706,-2.92684644,-5.83848601,-0.76940522,-0.91159433,0.29364070,0.63453418,0.51420474
